Time,Displacement,Tension,Resistance,cycle
32.32,8.64,37.1,28.48,Stretching
32.33,8.65,37.1,28.48,Stretching
32.35,8.67,36.9,28.6,Stretching
32.36,8.68,37.1,28.72,Stretching
32.37,8.69,37.1,28.6,Stretching
32.38,8.7,37.4,28.6,Stretching
32.4,8.72,37.6,28.48,Stretching
32.41,8.73,37.6,28.6,Stretching
32.42,8.74,37.4,28.72,Stretching
32.43,8.76,37.4,28.84,Stretching
32.45,8.77,37.5,28.72,Stretching
32.46,8.78,37.7,28.72,Stretching
32.47,8.79,37.6,28.72,Stretching
32.48,8.81,37.5,28.72,Stretching
32.49,8.82,37.6,28.72,Stretching
32.51,8.84,37.9,28.72,Stretching
32.52,8.85,38,28.84,Stretching
32.53,8.86,37.9,28.84,Stretching
32.54,8.88,38.2,28.96,Stretching
32.56,8.89,38,28.96,Stretching
32.57,8.9,37.7,29.08,Stretching
32.58,8.91,37.8,29.08,Stretching
32.59,8.92,37.9,29.08,Stretching
32.61,8.94,38.1,28.96,Stretching
32.62,8.95,38.1,29.08,Stretching
32.63,8.96,38.1,29.2,Stretching
32.64,8.98,38,29.32,Stretching
32.65,8.99,38.3,29.32,Stretching
32.67,9,38.7,29.32,Stretching
32.68,9.01,38.5,29.32,Stretching
32.69,9.02,38.3,29.32,Stretching
32.71,9.04,38.4,29.32,Stretching
32.72,9.05,38.5,29.56,Stretching
32.73,9.06,38.5,29.56,Stretching
32.74,9.08,38.7,29.56,Stretching
32.75,9.09,38.7,29.56,Stretching
32.77,9.1,39,29.68,Stretching
32.78,9.11,39.1,29.81,Stretching
32.79,9.13,38.8,29.68,Stretching
32.8,9.14,39,29.81,Stretching
32.82,9.15,38.9,29.81,Stretching
32.83,9.17,39,29.81,Stretching
32.84,9.18,39,29.68,Stretching
32.85,9.19,39,29.81,Stretching
32.87,9.2,39,29.81,Stretching
32.88,9.22,39.2,29.81,Stretching
32.89,9.23,39.3,29.93,Stretching
32.9,9.24,39.1,29.81,Stretching
32.92,9.25,39,29.93,Stretching
32.93,9.27,38.8,29.93,Stretching
32.94,9.28,39.2,29.93,Stretching
32.95,9.3,39.4,29.93,Stretching
32.96,9.31,39.7,30.05,Stretching
32.98,9.32,39.8,29.93,Stretching
32.99,9.34,39.6,30.05,Stretching
33,9.35,39.5,30.05,Stretching
33.01,9.36,39.7,30.05,Stretching
33.03,9.37,39.8,29.93,Stretching
33.04,9.39,39.9,29.93,Stretching
33.05,9.4,39.6,29.93,Stretching
33.06,9.41,39.8,29.93,Stretching
33.08,9.43,40,29.93,Stretching
33.09,9.44,40,30.05,Stretching
33.1,9.44,39.7,30.18,Stretching
33.11,9.46,39.8,30.18,Stretching
33.13,9.48,40.2,30.18,Stretching
33.14,9.48,40.1,30.18,Stretching
33.15,9.5,40.2,30.3,Stretching
33.16,9.51,39.9,30.3,Stretching
33.17,9.52,40.2,30.3,Stretching
33.19,9.53,40.3,30.43,Stretching
33.2,9.55,40.5,30.55,Stretching
33.21,9.56,40.6,30.43,Stretching
33.22,9.57,40.3,30.3,Stretching
33.24,9.59,40.5,30.3,Stretching
33.25,9.6,40.8,30.3,Stretching
33.26,9.61,40.8,30.43,Stretching
33.27,9.63,40.5,30.43,Stretching
33.29,9.64,40.4,30.3,Stretching
33.3,9.65,40.5,30.43,Stretching
33.31,9.67,40.7,30.55,Stretching
33.32,9.68,40.9,30.43,Stretching
33.34,9.69,40.8,30.55,Stretching
33.35,9.7,40.8,30.68,Stretching
33.36,9.72,40.9,30.55,Stretching
33.37,9.73,41,30.93,Stretching
33.38,9.74,40.7,30.8,Stretching
33.4,9.75,40.8,30.8,Stretching
33.41,9.77,41,30.68,Stretching
33.42,9.78,41.1,30.93,Stretching
33.43,9.79,41.2,30.8,Stretching
33.45,9.81,41.4,30.68,Stretching
33.46,9.82,41.2,30.68,Stretching
33.47,9.83,41.4,30.93,Stretching
33.48,9.85,41.3,30.93,Stretching
33.5,9.86,41.5,30.93,Stretching
33.51,9.88,41.5,30.8,Stretching
33.52,9.88,41.5,31.05,Stretching
33.53,9.9,41.5,30.93,Stretching
33.54,9.91,41.6,30.93,Stretching
33.56,9.92,41.5,30.93,Stretching
33.57,9.94,41.5,30.93,Stretching
33.58,9.95,41.5,31.05,Stretching
33.59,9.96,41.8,31.05,Stretching
33.61,9.97,41.5,31.18,Stretching
33.62,9.99,41.7,31.18,Stretching
33.63,10,42,31.18,Stretching
33.64,10.01,42.1,31.18,Stretching
33.66,10.03,42.2,31.18,Stretching
33.67,10.04,42.1,31.31,Stretching
33.68,10.05,42.2,31.31,Stretching
33.69,10.06,42.2,31.18,Stretching
33.71,10.08,42.4,31.31,Stretching
33.72,10.09,42.5,31.18,Stretching
33.73,10.1,42.4,31.31,Stretching
33.74,10.11,42.3,31.44,Stretching
33.76,10.13,42.3,31.31,Stretching
33.77,10.15,42.3,31.31,Stretching
33.78,10.15,42.5,31.44,Stretching
33.79,10.17,42.6,31.31,Stretching
33.8,10.18,42.6,31.18,Stretching
33.82,10.2,42.7,31.44,Stretching
33.83,10.21,42.7,31.44,Stretching
33.84,10.22,42.7,31.82,Stretching
33.85,10.23,42.9,31.69,Stretching
33.87,10.25,43.1,31.56,Stretching
33.88,10.26,43.2,31.69,Stretching
33.89,10.27,43,31.69,Stretching
33.9,10.28,42.9,31.82,Stretching
33.92,10.3,42.8,31.82,Stretching
33.93,10.31,42.9,31.82,Stretching
33.94,10.32,43.1,31.82,Stretching
33.95,10.34,43.4,31.95,Stretching
33.96,10.35,43.5,31.95,Stretching
33.98,10.36,43.5,31.95,Stretching
33.99,10.38,43.4,31.95,Stretching
34,10.39,43.5,32.21,Stretching
34.02,10.4,43.5,31.95,Stretching
34.03,10.42,43.4,32.21,Stretching
34.04,10.43,43.4,32.08,Stretching
34.05,10.44,43.7,32.08,Stretching
34.06,10.45,43.7,32.08,Stretching
34.08,10.47,43.7,32.08,Stretching
34.09,10.48,43.7,32.21,Stretching
34.1,10.49,43.6,32.21,Stretching
34.11,10.51,43.8,32.21,Stretching
34.13,10.52,43.9,32.21,Stretching
34.14,10.53,44,32.21,Stretching
34.15,10.55,44.1,32.21,Stretching
34.16,10.56,44.1,32.21,Stretching
34.18,10.57,44.1,32.21,Stretching
34.19,10.59,44.1,32.21,Stretching
34.2,10.6,44.2,32.08,Stretching
34.21,10.6,44.3,32.21,Stretching
34.22,10.62,44.3,32.21,Stretching
34.24,10.64,44.2,32.34,Stretching
34.25,10.65,44.2,32.34,Stretching
34.26,10.65,44.3,32.6,Stretching
34.27,10.68,44.3,32.47,Stretching
34.29,10.68,44.6,32.47,Stretching
34.3,10.69,44.9,32.47,Stretching
34.31,10.71,44.5,32.6,Stretching
34.32,10.72,44.4,32.6,Stretching
34.34,10.73,44.6,32.6,Stretching
34.35,10.75,44.5,32.6,Stretching
34.36,10.76,44.8,32.6,Stretching
34.37,10.77,45,32.6,Stretching
34.38,10.78,45,32.74,Stretching
34.4,10.8,45.2,32.74,Stretching
34.41,10.81,45.2,32.74,Stretching
34.42,10.82,45.1,32.74,Stretching
34.43,10.84,45,32.87,Stretching
34.45,10.85,45,32.74,Stretching
34.46,10.86,45.4,32.74,Stretching
34.47,10.88,45.6,33,Stretching
34.49,10.89,45.4,32.87,Stretching
34.5,10.9,45.2,32.87,Stretching
34.51,10.92,45.4,33.13,Stretching
34.52,10.93,45.9,33.27,Stretching
34.53,10.94,45.8,33.27,Stretching
34.55,10.96,45.5,33.13,Stretching
34.56,10.96,45.5,33.27,Stretching
34.57,10.98,45.5,33.27,Stretching
34.58,10.99,45.5,33.27,Stretching
34.6,11,45.7,33.27,Stretching
34.61,11.01,46,33.27,Stretching
34.62,11.03,46,33.27,Stretching
34.63,11.03,46,33.27,Stretching
34.65,11.05,46.2,33.27,Stretching
34.66,11.06,46,33.4,Stretching
34.67,11.07,46.2,33.27,Stretching
34.68,11.09,46.2,33.4,Stretching
34.7,11.1,46.1,33.4,Stretching
34.71,11.11,46.3,33.67,Stretching
34.72,11.13,46.4,33.54,Stretching
34.73,11.14,46.5,33.54,Stretching
34.74,11.15,46.7,33.4,Stretching
34.76,11.17,46.9,33.67,Stretching
34.77,11.18,46.7,33.54,Stretching
34.78,11.19,46.6,33.67,Stretching
34.79,11.21,46.7,33.67,Stretching
34.81,11.22,46.5,33.67,Stretching
34.82,11.23,46.5,33.67,Stretching
34.83,11.24,46.7,33.81,Stretching
34.84,11.26,47.1,33.81,Stretching
34.86,11.27,46.9,33.81,Stretching
34.87,11.28,46.8,33.81,Stretching
34.88,11.3,46.9,33.81,Stretching
34.89,11.31,47,33.81,Stretching
34.9,11.32,47.1,33.81,Stretching
34.92,11.34,47.1,33.81,Stretching
34.93,11.35,47.1,33.94,Stretching
34.94,11.36,47.2,33.94,Stretching
34.95,11.38,47.3,33.94,Stretching
34.97,11.39,47.3,33.94,Stretching
34.98,11.4,47.4,33.94,Stretching
34.99,11.41,47.7,34.08,Stretching
35,11.43,47.8,34.08,Stretching
35.02,11.44,47.7,34.22,Stretching
35.03,11.44,47.7,34.08,Stretching
35.04,11.46,47.6,34.22,Stretching
35.05,11.48,47.6,34.22,Stretching
35.06,11.48,47.7,34.22,Stretching
35.08,11.5,47.8,34.36,Stretching
35.09,11.52,47.9,34.22,Stretching
35.1,11.52,47.8,34.36,Stretching
35.11,11.54,48,34.36,Stretching
35.13,11.56,48,34.36,Stretching
35.14,11.56,47.9,34.36,Stretching
35.15,11.57,48,34.36,Stretching
35.17,11.6,47.9,34.36,Stretching
35.18,11.6,48,34.36,Stretching
35.19,11.61,48,34.36,Stretching
35.2,11.63,48,34.49,Stretching
35.21,11.64,48.3,34.36,Stretching
35.23,11.65,48.4,34.36,Stretching
35.24,11.67,48.6,34.36,Stretching
35.25,11.68,48.5,34.36,Stretching
35.26,11.69,48.4,34.36,Stretching
35.28,11.71,48.5,34.36,Stretching
35.29,11.72,48.7,34.49,Stretching
35.3,11.73,48.8,34.49,Stretching
35.31,11.74,48.8,34.49,Stretching
35.33,11.76,48.8,34.63,Stretching
35.34,11.77,48.8,34.63,Stretching
35.35,11.78,48.9,34.63,Stretching
35.36,11.8,49,34.49,Stretching
35.38,11.81,49.2,34.49,Stretching
35.39,11.82,49.3,34.49,Stretching
35.4,11.83,49.4,34.77,Stretching
35.41,11.85,49.2,34.63,Stretching
35.42,11.86,49.2,34.63,Stretching
35.44,11.87,49.2,34.77,Stretching
35.45,11.89,49.3,34.77,Stretching
35.46,11.9,49.5,34.77,Stretching
35.47,11.91,49.4,34.77,Stretching
35.49,11.92,49.2,34.77,Stretching
35.5,11.94,49.4,34.91,Stretching
35.51,11.95,49.8,35.05,Stretching
35.52,11.96,49.6,34.91,Stretching
35.54,11.97,49.6,34.91,Stretching
35.55,11.98,49.8,34.91,Stretching
35.56,12,49.9,35.05,Stretching
35.57,12.01,50.2,34.91,Stretching
35.58,12.01,50.1,34.91,Stretching
35.6,12.01,50,35.19,Stretching
35.61,12.01,49.9,34.91,Stretching
35.62,12.01,49.6,34.91,Stretching
35.63,12.01,49.4,34.91,Stretching
35.65,12.01,49.5,34.91,Stretching
35.66,12.01,49.4,34.91,Stretching
35.67,12.01,49.2,34.91,Stretching
35.68,12.01,49.3,34.91,Stretching
35.7,12.01,49.1,35.05,Stretching
35.71,12.01,49,35.05,Stretching
35.72,12.01,49.1,35.05,Stretching
35.73,12.01,49.2,35.05,Stretching
35.75,12.01,49.1,35.05,Stretching
35.76,12.01,48.9,35.05,Stretching
35.77,12.01,49,35.05,Stretching
35.78,12.01,49.2,35.05,Stretching
35.79,12.01,49.1,34.91,Stretching
35.81,12.01,49,35.19,Stretching
35.82,12.01,48.8,35.05,Stretching
35.83,12.01,48.9,35.05,Stretching
35.85,12.01,48.7,34.91,Stretching
35.86,12.01,48.8,35.05,Stretching
35.87,12.01,48.9,35.05,Stretching
35.88,12.01,48.7,35.05,Stretching
35.89,12.01,48.5,34.77,Stretching
35.91,12.01,48.5,35.05,Stretching
35.92,12.01,48.5,35.05,Stretching
35.93,12.01,48.5,35.05,Stretching
35.94,12.01,48.4,35.19,Stretching
35.96,12.01,48.5,35.05,Stretching
35.97,12.01,48.5,35.05,Stretching
35.98,12.01,48.5,34.91,Stretching
35.99,12.01,48.4,35.05,Stretching
36.01,12.01,48.3,35.05,Stretching
36.03,12.01,48.3,35.05,Relaxing
36.03,12,48.5,35.05,Relaxing
36.04,12,48.3,35.05,Relaxing
36.05,11.98,48.1,35.05,Relaxing
36.07,11.97,48.3,35.05,Relaxing
36.08,11.96,47.8,35.05,Relaxing
36.09,11.94,47.7,35.05,Relaxing
36.1,11.93,47.6,34.91,Relaxing
36.12,11.92,47.3,34.91,Relaxing
36.13,11.9,47,34.91,Relaxing
36.14,11.9,46.9,34.91,Relaxing
36.15,11.88,46.9,34.91,Relaxing
36.17,11.87,47,34.91,Relaxing
36.18,11.85,46.6,34.77,Relaxing
36.19,11.85,46.4,34.91,Relaxing
36.2,11.83,46.4,34.77,Relaxing
36.22,11.81,46.4,34.91,Relaxing
36.23,11.81,46.1,34.91,Relaxing
36.24,11.79,45.7,34.91,Relaxing
36.25,11.78,45.6,34.77,Relaxing
36.26,11.77,45.8,34.77,Relaxing
36.28,11.76,45.7,34.49,Relaxing
36.29,11.74,45.3,34.77,Relaxing
36.3,11.73,45.1,34.63,Relaxing
36.31,11.72,45.4,34.63,Relaxing
36.33,11.71,45.3,34.63,Relaxing
36.34,11.69,45.2,34.63,Relaxing
36.35,11.68,44.9,34.49,Relaxing
36.36,11.67,44.7,34.63,Relaxing
36.38,11.65,44.4,34.63,Relaxing
36.39,11.65,44.4,34.63,Relaxing
36.4,11.63,44.5,34.63,Relaxing
36.41,11.61,44.2,34.63,Relaxing
36.43,11.61,44.2,34.63,Relaxing
36.44,11.6,44.2,34.63,Relaxing
36.45,11.58,44.1,34.63,Relaxing
36.46,11.57,43.7,34.63,Relaxing
36.47,11.56,43.7,34.49,Relaxing
36.49,11.54,43.7,34.63,Relaxing
36.5,11.53,43.6,34.49,Relaxing
36.51,11.52,43.7,34.22,Relaxing
36.52,11.51,43.7,34.36,Relaxing
36.54,11.5,43.4,34.36,Relaxing
36.55,11.48,43.5,34.36,Relaxing
36.56,11.47,43.2,34.36,Relaxing
36.57,11.46,43,34.08,Relaxing
36.59,11.44,42.9,34.08,Relaxing
36.6,11.43,42.8,34.22,Relaxing
36.61,11.42,42.9,34.22,Relaxing
36.62,11.4,43,34.08,Relaxing
36.64,11.39,42.6,34.22,Relaxing
36.65,11.38,42.4,34.08,Relaxing
36.66,11.36,42.3,33.94,Relaxing
36.67,11.35,42.4,33.94,Relaxing
36.69,11.34,42.3,33.94,Relaxing
36.7,11.32,42.3,34.08,Relaxing
36.71,11.31,41.9,34.08,Relaxing
36.72,11.3,41.9,33.94,Relaxing
36.73,11.29,41.6,33.94,Relaxing
36.75,11.27,41.5,34.08,Relaxing
36.76,11.26,41.7,33.94,Relaxing
36.77,11.25,41.5,33.94,Relaxing
36.79,11.23,41.3,33.94,Relaxing
36.8,11.23,41.2,33.81,Relaxing
36.81,11.21,41.3,33.94,Relaxing
36.82,11.2,41.1,33.81,Relaxing
36.83,11.19,40.8,33.81,Relaxing
36.85,11.17,40.9,33.81,Relaxing
36.86,11.16,41.2,33.67,Relaxing
36.87,11.15,40.9,33.67,Relaxing
36.88,11.14,40.8,33.67,Relaxing
36.9,11.13,40.7,33.67,Relaxing
36.91,11.1,40.6,33.67,Relaxing
36.92,11.1,40.3,33.54,Relaxing
36.93,11.09,40.2,33.67,Relaxing
36.95,11.07,40.1,33.67,Relaxing
36.96,11.06,40.3,33.54,Relaxing
36.97,11.05,40.3,33.54,Relaxing
36.98,11.03,40,33.54,Relaxing
36.99,11.02,40.3,33.54,Relaxing
37.01,11.01,40.1,33.54,Relaxing
37.02,11,40.1,33.54,Relaxing
37.03,10.98,40,33.54,Relaxing
37.04,10.97,40.1,33.54,Relaxing
37.06,10.96,39.8,33.54,Relaxing
37.07,10.94,39.6,33.54,Relaxing
37.08,10.94,39.4,33.67,Relaxing
37.09,10.92,39.3,33.54,Relaxing
37.11,10.9,39.4,33.54,Relaxing
37.12,10.9,39.4,33.4,Relaxing
37.13,10.88,39.2,33.4,Relaxing
37.14,10.86,39,33.4,Relaxing
37.15,10.85,38.9,33.13,Relaxing
37.17,10.85,38.8,33.27,Relaxing
37.18,10.83,38.5,33.27,Relaxing
37.19,10.82,38.6,33.27,Relaxing
37.2,10.81,38.7,33.27,Relaxing
37.22,10.79,38.4,33.13,Relaxing
37.23,10.77,38.4,33.27,Relaxing
37.24,10.77,38.5,33.27,Relaxing
37.26,10.76,38.6,33.27,Relaxing
37.27,10.73,38.3,33.13,Relaxing
37.28,10.73,38,33.13,Relaxing
37.29,10.72,38,33.13,Relaxing
37.3,10.7,37.8,33.13,Relaxing
37.32,10.69,37.8,33,Relaxing
37.33,10.68,37.9,33.13,Relaxing
37.34,10.66,37.9,33.13,Relaxing
37.35,10.65,37.9,33,Relaxing
37.37,10.64,37.7,33.13,Relaxing
37.38,10.63,37.7,33.27,Relaxing
37.39,10.61,37.5,33,Relaxing
37.4,10.6,37.4,33,Relaxing
37.42,10.59,37.4,33,Relaxing
37.43,10.58,37.3,33,Relaxing
37.44,10.56,37.2,33,Relaxing
37.45,10.55,37.2,33,Relaxing
37.46,10.54,37.1,33,Relaxing
37.48,10.52,37.2,33,Relaxing
37.49,10.51,37.1,32.87,Relaxing
37.5,10.5,37.1,32.87,Relaxing
37.51,10.48,37.1,32.87,Relaxing
37.53,10.47,36.6,32.87,Relaxing
37.54,10.46,36.7,32.87,Relaxing
37.55,10.45,36.9,32.87,Relaxing
37.56,10.44,36.6,32.87,Relaxing
37.58,10.42,36.4,32.87,Relaxing
37.59,10.41,36.4,32.74,Relaxing
37.6,10.4,36.3,32.87,Relaxing
37.61,10.39,36.2,32.87,Relaxing
37.63,10.38,36.1,32.87,Relaxing
37.64,10.36,36.2,32.74,Relaxing
37.65,10.35,36.1,32.87,Relaxing
37.66,10.34,36,32.74,Relaxing
37.67,10.32,36,32.6,Relaxing
37.69,10.31,36,32.87,Relaxing
37.7,10.3,36.1,32.74,Relaxing
37.71,10.28,35.8,32.74,Relaxing
37.72,10.27,35.5,32.74,Relaxing
37.74,10.26,35.7,32.74,Relaxing
37.75,10.25,35.7,32.6,Relaxing
37.76,10.23,35.5,32.74,Relaxing
37.77,10.22,35.6,32.74,Relaxing
37.79,10.21,35.6,32.6,Relaxing
37.8,10.19,35.5,32.6,Relaxing
37.81,10.18,35.2,32.6,Relaxing
37.82,10.17,35.1,32.6,Relaxing
37.84,10.15,35,32.74,Relaxing
37.85,10.14,34.8,32.6,Relaxing
37.86,10.13,34.9,32.47,Relaxing
37.87,10.11,34.8,32.47,Relaxing
37.88,10.1,34.8,32.47,Relaxing
37.9,10.09,35.1,32.47,Relaxing
37.91,10.07,34.9,32.47,Relaxing
37.92,10.06,34.8,32.34,Relaxing
37.94,10.05,34.9,32.21,Relaxing
37.95,10.03,34.8,32.21,Relaxing
37.96,10.02,34.6,32.21,Relaxing
37.97,10.01,34.2,32.34,Relaxing
37.98,10,34.1,32.34,Relaxing
38,9.98,34,32.21,Relaxing
38.01,9.97,34,32.21,Relaxing
38.02,9.96,34.1,32.08,Relaxing
38.03,9.94,33.9,32.34,Relaxing
38.05,9.93,33.8,32.08,Relaxing
38.06,9.92,33.8,32.08,Relaxing
38.07,9.9,33.9,31.95,Relaxing
38.08,9.9,33.8,32.21,Relaxing
38.1,9.88,33.7,32.08,Relaxing
38.11,9.86,33.5,31.95,Relaxing
38.12,9.85,33.6,31.82,Relaxing
38.13,9.84,33.6,31.82,Relaxing
38.14,9.82,33.3,31.95,Relaxing
38.16,9.81,33.4,31.95,Relaxing
38.17,9.8,33.3,31.95,Relaxing
38.18,9.79,33.3,31.82,Relaxing
38.19,9.77,33.4,31.56,Relaxing
38.21,9.77,33.4,31.82,Relaxing
38.22,9.75,33.3,31.69,Relaxing
38.23,9.73,33.5,31.69,Relaxing
38.24,9.73,33.3,31.56,Relaxing
38.26,9.71,33,31.69,Relaxing
38.27,9.69,32.6,31.69,Relaxing
38.28,9.69,32.7,31.69,Relaxing
38.29,9.67,32.6,31.82,Relaxing
38.31,9.65,32.6,31.69,Relaxing
38.32,9.65,32.7,31.69,Relaxing
38.33,9.64,32.8,31.69,Relaxing
38.34,9.62,32.5,31.69,Relaxing
38.35,9.61,32.5,31.69,Relaxing
38.37,9.6,32.6,31.69,Relaxing
38.38,9.58,32.4,31.69,Relaxing
38.39,9.57,32.5,31.69,Relaxing
38.4,9.56,32.5,31.69,Relaxing
38.42,9.55,32.1,31.69,Relaxing
38.43,9.53,32,31.56,Relaxing
38.44,9.52,32,31.56,Relaxing
38.45,9.51,32.2,31.44,Relaxing
38.47,9.5,31.8,31.44,Relaxing
38.48,9.48,31.7,31.44,Relaxing
38.49,9.47,32,31.44,Relaxing
38.5,9.46,32,31.44,Relaxing
38.52,9.44,31.9,31.31,Relaxing
38.53,9.43,31.9,31.31,Relaxing
38.54,9.42,31.6,31.31,Relaxing
38.55,9.4,31.7,31.44,Relaxing
38.56,9.39,31.4,31.31,Relaxing
38.58,9.38,31.2,31.18,Relaxing
38.59,9.36,31.4,31.18,Relaxing
38.6,9.35,31.1,31.18,Relaxing
38.61,9.34,31.1,31.44,Relaxing
38.63,9.33,31.1,31.18,Relaxing
38.64,9.31,31.3,31.31,Relaxing
38.65,9.3,31.2,31.18,Relaxing
38.66,9.29,31,31.18,Relaxing
38.68,9.27,31.1,31.05,Relaxing
38.69,9.26,31.1,31.18,Relaxing
38.7,9.25,30.7,31.05,Relaxing
38.71,9.23,30.6,31.05,Relaxing
38.73,9.22,30.8,30.93,Relaxing
38.74,9.22,30.9,31.05,Relaxing
38.75,9.2,30.7,30.93,Relaxing
38.76,9.19,30.7,31.05,Relaxing
38.78,9.18,30.6,31.05,Relaxing
38.79,9.17,30.4,31.05,Relaxing
38.8,9.15,30.4,30.93,Relaxing
38.81,9.14,30.3,30.93,Relaxing
38.82,9.13,30.1,30.93,Relaxing
38.84,9.11,30.1,30.93,Relaxing
38.85,9.1,30.1,30.93,Relaxing
38.86,9.09,30.3,30.8,Relaxing
38.88,9.07,30.2,30.68,Relaxing
38.89,9.06,29.8,30.8,Relaxing
38.9,9.05,29.8,30.68,Relaxing
38.91,9.03,29.9,30.68,Relaxing
38.92,9.02,30,30.55,Relaxing
38.94,9.01,29.8,30.8,Relaxing
38.95,9,29.6,30.68,Relaxing
38.96,8.98,29.6,30.68,Relaxing
38.97,8.97,29.6,30.68,Relaxing
38.99,8.96,29.6,30.68,Relaxing
39,8.94,29.5,30.55,Relaxing
39.01,8.93,29.5,30.55,Relaxing
39.02,8.92,29.4,30.3,Relaxing
39.04,8.9,29.5,30.43,Relaxing
39.05,8.9,29.3,30.43,Relaxing
39.06,8.88,29.3,30.3,Relaxing
39.07,8.86,29.2,30.3,Relaxing
39.08,8.85,29,30.18,Relaxing
39.1,8.84,28.7,30.3,Relaxing
39.11,8.82,29,30.18,Relaxing
39.12,8.81,29.1,30.3,Relaxing
39.13,8.8,29.1,30.18,Relaxing
39.15,8.78,29.2,30.18,Relaxing
39.16,8.77,29,30.18,Relaxing
39.17,8.76,28.7,30.18,Relaxing
39.18,8.75,28.8,30.18,Relaxing
39.2,8.73,28.7,30.18,Relaxing
39.21,8.73,28.6,30.18,Relaxing
39.22,8.71,28.4,30.05,Relaxing
39.23,8.69,28.7,30.05,Relaxing
39.25,8.69,28.6,30.18,Relaxing
39.26,8.67,28.5,30.05,Relaxing
39.27,8.65,28.5,30.05,Relaxing
39.28,8.65,28.6,30.05,Relaxing
39.29,8.63,28.4,30.18,Relaxing
39.31,8.61,28,29.81,Relaxing
39.32,8.6,27.9,29.93,Relaxing
39.33,8.6,28.2,29.68,Relaxing
39.35,8.58,28.1,29.68,Relaxing
39.36,8.56,27.8,29.81,Relaxing
39.37,8.56,27.7,29.81,Relaxing
39.38,8.54,27.7,29.81,Relaxing
39.39,8.53,27.7,29.81,Relaxing
39.41,8.52,27.9,29.81,Relaxing
39.42,8.51,28,29.81,Relaxing
39.43,8.5,27.8,29.81,Relaxing
39.44,8.48,27.7,29.68,Relaxing
39.46,8.47,27.8,29.56,Relaxing
39.47,8.46,27.6,29.68,Relaxing
39.48,8.44,27.4,29.68,Relaxing
39.49,8.43,27.3,29.56,Relaxing
39.51,8.42,27.4,29.56,Relaxing
39.52,8.4,27,29.56,Relaxing
39.53,8.39,27,29.56,Relaxing
39.54,8.38,27,29.56,Relaxing
39.55,8.36,27,29.56,Relaxing
39.57,8.35,27.1,29.44,Relaxing
39.58,8.34,27.2,29.44,Relaxing
39.59,8.32,27.1,29.32,Relaxing
39.6,8.31,27.1,29.56,Relaxing
39.62,8.3,27,29.32,Relaxing
39.63,8.29,26.8,29.44,Relaxing
39.64,8.27,26.9,29.32,Relaxing
39.65,8.26,26.8,29.32,Relaxing
39.67,8.25,26.7,29.2,Relaxing
39.68,8.23,26.5,29.32,Relaxing
39.69,8.22,26.7,29.08,Relaxing
39.7,8.21,26.7,29.2,Relaxing
39.72,8.2,26.5,29.08,Relaxing
39.73,8.19,26.6,29.08,Relaxing
39.74,8.18,26.4,29.08,Relaxing
39.75,8.16,26.3,29.08,Relaxing
39.76,8.15,26.1,29.08,Relaxing
39.78,8.14,26.1,29.08,Relaxing
39.79,8.13,26.3,28.96,Relaxing
39.8,8.11,26,28.96,Relaxing
39.81,8.1,26.2,28.96,Relaxing
39.83,8.09,26.2,28.96,Relaxing
39.84,8.07,26,28.96,Relaxing
39.85,8.06,26,28.96,Relaxing
39.86,8.05,25.8,28.84,Relaxing
39.88,8.03,25.8,28.84,Relaxing
39.89,8.02,25.9,28.84,Relaxing
39.9,8.01,25.8,28.84,Relaxing
39.91,7.99,25.7,28.84,Relaxing
39.93,7.98,25.5,28.72,Relaxing
39.94,7.97,25.5,28.72,Relaxing
39.95,7.96,25.7,28.72,Relaxing
39.96,7.94,25.5,28.72,Relaxing
39.97,7.93,25.2,28.6,Relaxing
39.99,7.92,25.4,28.6,Relaxing
40,7.9,25.4,28.6,Relaxing
40.01,7.89,25,28.48,Relaxing
40.02,7.88,25.3,28.6,Relaxing
40.04,7.86,25.6,28.48,Relaxing
40.05,7.85,25.4,28.48,Relaxing
40.06,7.84,25.2,28.48,Relaxing
40.07,7.82,25.2,28.36,Relaxing
40.09,7.81,25.3,28.36,Relaxing
40.1,7.8,25.2,28.36,Relaxing
40.11,7.78,24.9,28.36,Relaxing
40.12,7.78,24.8,28.24,Relaxing
40.14,7.76,24.6,28.24,Relaxing
40.15,7.75,24.7,28.24,Relaxing
40.16,7.74,24.7,28.24,Relaxing
40.17,7.73,24.7,28.24,Relaxing
40.19,7.71,24.7,28.24,Relaxing
40.2,7.7,24.5,28.01,Relaxing
40.21,7.69,24.5,28.13,Relaxing
40.22,7.67,24.7,28.13,Relaxing
40.23,7.66,24.6,28.13,Relaxing
40.25,7.65,24.5,28.01,Relaxing
40.26,7.63,24.2,28.01,Relaxing
40.27,7.62,24.3,27.89,Relaxing
40.28,7.61,24.2,28.01,Relaxing
40.3,7.59,24.2,28.01,Relaxing
40.31,7.58,24.1,27.89,Relaxing
40.32,7.57,24,27.89,Relaxing
40.33,7.55,24.2,27.89,Relaxing
40.35,7.54,24,27.89,Relaxing
40.36,7.53,23.8,27.78,Relaxing
40.37,7.52,23.7,27.78,Relaxing
40.38,7.51,23.7,27.78,Relaxing
40.4,7.5,23.9,27.78,Relaxing
40.41,7.48,24.2,27.78,Relaxing
40.42,7.47,24,27.78,Relaxing
40.43,7.46,23.6,27.78,Relaxing
40.44,7.45,23.4,27.78,Relaxing
