Cycle,Time,Displacement,Tension,Resistance,Stutus
,60.02,1.5,2.9,10.72,Relaxing
,60.02,1.49,3.3,10.79,Relaxing
,60.02,1.48,3.1,10.65,Relaxing
,60.02,1.46,3,10.65,Relaxing
,60.02,1.45,3,10.65,Relaxing
,60.02,1.44,3.1,10.58,Relaxing
,60.02,1.42,2.9,10.65,Relaxing
,60.02,1.41,2.6,10.51,Relaxing
,60.02,1.4,2.5,10.51,Relaxing
,60.02,1.38,2.6,10.44,Relaxing
,60.02,1.37,2.5,10.44,Relaxing
,60.02,1.36,2.4,10.38,Relaxing
,60.02,1.35,2.3,10.38,Relaxing
,60.02,1.34,2.2,10.31,Relaxing
,60.02,1.32,2.1,10.31,Relaxing
,60.02,1.3,2.1,10.31,Relaxing
,60.02,1.29,1.9,10.24,Relaxing
,60.02,1.28,2,10.17,Relaxing
,60.02,1.26,2.1,10.1,Relaxing
,60.02,1.25,2.1,10.17,Relaxing
,60.02,1.25,2.1,10.1,Relaxing
,60.02,1.23,1.8,10.1,Relaxing
,60.02,1.22,1.7,10.1,Relaxing
,60.02,1.21,1.8,10.04,Relaxing
,60.02,1.19,1.7,9.97,Relaxing
,60.02,1.17,1.6,9.97,Relaxing
,60.02,1.16,1.6,9.9,Relaxing
,60.02,1.15,1.4,9.9,Relaxing
,60.02,1.13,1.3,9.9,Relaxing
,60.02,1.12,1.2,9.83,Relaxing
,60.02,1.12,1.4,9.77,Relaxing
,60.02,1.1,1.5,9.77,Relaxing
,60.02,1.09,1.5,9.7,Relaxing
,60.02,1.08,1.3,9.7,Relaxing
,60.02,1.06,1,9.7,Relaxing
,60.02,1.05,1,9.63,Relaxing
,60.02,1.04,0.9,9.63,Relaxing
,60.02,1.02,0.7,9.57,Relaxing
,60.02,1.01,0.6,9.5,Relaxing
,60.02,1,0.7,9.57,Relaxing
,60.02,0.98,0.9,9.5,Relaxing
,60.02,0.97,0.7,9.5,Relaxing
,60.02,0.96,0.4,9.43,Relaxing
,60.02,0.95,0.3,9.43,Relaxing
,60.02,0.93,0.6,9.43,Relaxing
,60.02,0.93,0.4,9.37,Relaxing
,60.02,0.91,0.2,9.37,Relaxing
,60.02,0.9,0.3,9.3,Relaxing
,60.02,0.88,0.1,9.37,Relaxing
,60.02,0.87,0.1,9.24,Relaxing
,60.02,0.86,0.3,9.3,Relaxing
,60.02,0.85,0.1,9.3,Relaxing
,60.02,0.83,0,9.1,Relaxing
,60.02,0.82,0.2,9.17,Relaxing
,60.02,0.81,0.1,9.04,Relaxing
,60.02,0.8,0.2,9.1,Relaxing
,60.02,0.78,-0.1,9.04,Relaxing
,60.02,0.77,-0.2,9.17,Relaxing
,60.02,0.75,0,8.97,Relaxing
,60.02,0.74,0,8.97,Relaxing
,60.02,0.73,-0.1,8.97,Relaxing
,60.02,0.72,-0.3,8.91,Relaxing
,60.02,0.7,-0.3,8.91,Relaxing
,60.02,0.7,-0.5,8.84,Relaxing
,60.02,0.68,-0.6,8.84,Relaxing
,60.02,0.67,-0.5,8.84,Relaxing
,60.02,0.65,-0.4,8.91,Relaxing
,60.02,0.64,-0.5,8.78,Relaxing
,60.02,0.63,-0.9,8.84,Relaxing
,60.02,0.61,-1,8.71,Relaxing
,60.02,0.61,-1.1,8.65,Relaxing
,60.02,0.59,-1.1,8.65,Relaxing
,60.02,0.58,-1.1,8.65,Relaxing
,60.02,0.57,-0.8,8.65,Relaxing
,60.02,0.55,-1,8.58,Relaxing
,60.02,0.54,-1.2,8.58,Relaxing
,60.02,0.53,-1.1,8.52,Relaxing
,60.02,0.51,-1,8.52,Relaxing
,60.02,0.5,-1.3,8.46,Relaxing
,60.02,0.49,-1.3,8.52,Relaxing
,60.02,0.48,-1.2,8.46,Relaxing
,60.02,0.46,-1.3,8.39,Relaxing
,60.02,0.45,-1.2,8.39,Relaxing
,60.02,0.44,-1,8.33,Relaxing
,60.02,0.43,-1.2,8.39,Relaxing
,60.02,0.41,-1.5,8.33,Relaxing
,60.02,0.4,-1.7,8.33,Relaxing
,60.02,0.38,-1.3,8.33,Relaxing
,60.02,0.37,-1.5,8.27,Relaxing
,60.02,0.36,-1.7,8.27,Relaxing
,60.02,0.35,-1.7,8.2,Relaxing
,60.02,0.34,-1.5,8.2,Relaxing
,60.02,0.32,-1.7,8.14,Relaxing
,60.02,0.31,-1.9,8.2,Relaxing
,60.02,0.3,-2.3,8.14,Relaxing
,60.02,0.29,-1.9,8.14,Relaxing
,60.02,0.27,-1.8,8.08,Relaxing
,60.02,0.26,-2.1,8.08,Relaxing
,60.02,0.25,-2.2,8.01,Relaxing
,60.02,0.23,-2.1,8.01,Relaxing
,60.02,0.22,-2,8.01,Relaxing
,60.02,0.21,-2,8.01,Relaxing
,60.02,0.19,-2.1,8.01,Relaxing
,60.02,0.18,-2,7.95,Relaxing
,60.02,0.17,-1.9,7.95,Relaxing
,60.02,0.15,-2.1,7.95,Relaxing
,60.02,0.14,-2.5,7.89,Relaxing
,60.02,0.13,-2.5,7.95,Relaxing
,60.02,0.12,-2.3,7.89,Relaxing
,60.02,0.11,-2.3,7.89,Relaxing
,60.02,0.1,-2.3,7.82,Relaxing
,60.02,0.08,-2.5,7.89,Relaxing
,60.02,0.07,-2.8,7.76,Relaxing
,60.02,0.05,-2.8,7.82,Relaxing
,60.02,0.04,-2.6,7.76,Relaxing
,60.02,0.03,-2.9,7.76,Relaxing
,60.02,0.01,-3.1,7.76,Relaxing
,60.02,0,-2.8,7.76,Relaxing
,60.02,0,-2.8,7.76,Relaxing
,60.02,0,-2.7,7.76,Relaxing
,60.02,0,-2.9,7.7,Relaxing
,60.02,0,-2.7,7.76,Relaxing
,60.02,0,-2.6,7.7,Relaxing
,60.02,0,-2.7,7.7,Relaxing
,60.02,0,-2.5,7.7,Relaxing
,60.02,0,-2.5,7.7,Relaxing
,60.02,0,-2.6,7.64,Relaxing
,60.02,0,-2.6,7.64,Relaxing
,60.02,0,-2.5,7.7,Relaxing
,60.02,0,-2.5,7.64,Relaxing
,60.02,0,-2.7,7.64,Relaxing
,60.02,0,-2.7,7.7,Relaxing
,60.02,0,-2.4,7.64,Relaxing
,60.02,0,-2.4,7.64,Relaxing
,60.02,0,-2.4,7.64,Relaxing
,60.02,0,-2.2,7.64,Relaxing
,60.02,0,-1.9,7.64,Relaxing
,60.02,0,-2.1,7.64,Relaxing
,60.02,0,-2.2,7.64,Relaxing
,60.02,0,-2.2,7.64,Relaxing
,60.02,0,-2.1,7.58,Relaxing
,60.02,0,-2.3,7.7,Relaxing
,60.02,0,-2.3,7.64,Relaxing
,60.02,0,-2.2,7.58,Relaxing
,60.02,0,-2.1,7.64,Relaxing
,60.02,0,-2.2,7.64,Relaxing
,60.02,0,-2.2,7.58,Relaxing
,60.02,0,-2.2,7.58,Stretching
,60.02,0,-2.3,7.58,Stretching
,60.02,0.01,-2.3,7.64,Stretching
,60.02,0.03,-2.2,7.58,Stretching
,60.02,0.03,-1.9,7.58,Stretching
,60.02,0.05,-2,7.64,Stretching
,60.02,0.06,-1.9,7.64,Stretching
,60.02,0.08,-1.8,7.58,Stretching
,60.02,0.09,-1.5,7.58,Stretching
,60.02,0.1,-1.5,7.58,Stretching
,60.02,0.11,-1.7,7.64,Stretching
,60.02,0.12,-1.7,7.58,Stretching
,60.02,0.13,-1.2,7.64,Stretching
,60.02,0.15,-1.3,7.64,Stretching
,60.02,0.17,-1.3,7.58,Stretching
,60.02,0.17,-1.1,7.64,Stretching
,60.02,0.19,-0.9,7.64,Stretching
,60.02,0.2,-0.8,7.64,Stretching
,60.02,0.22,-0.8,7.7,Stretching
,60.02,0.22,-0.6,7.64,Stretching
,60.02,0.24,-0.3,7.7,Stretching
,60.02,0.25,-0.2,7.7,Stretching
,60.02,0.26,-0.3,7.64,Stretching
,60.02,0.28,-0.2,7.7,Stretching
,60.02,0.29,0,7.76,Stretching
,60.02,0.3,0.1,7.7,Stretching
,60.02,0.31,0.2,7.76,Stretching
,60.02,0.32,0.3,7.76,Stretching
,60.02,0.34,0.4,7.7,Stretching
,60.02,0.35,0.5,7.7,Stretching
,60.02,0.37,0.6,7.76,Stretching
,60.02,0.37,0.7,7.76,Stretching
,60.02,0.39,0.8,7.76,Stretching
,60.02,0.4,0.8,7.76,Stretching
,60.02,0.41,0.9,7.76,Stretching
,60.02,0.43,1.2,7.76,Stretching
,60.02,0.44,1.1,7.82,Stretching
,60.02,0.45,1,7.76,Stretching
,60.02,0.46,1.3,7.82,Stretching
,60.02,0.48,1.4,7.82,Stretching
,60.02,0.49,1.3,7.82,Stretching
,60.02,0.5,1.4,7.82,Stretching
,60.02,0.51,1.5,7.82,Stretching
,60.02,0.52,1.7,7.82,Stretching
,60.02,0.54,1.8,7.82,Stretching
,60.02,0.55,2.1,7.82,Stretching
,60.02,0.56,2.4,7.89,Stretching
,60.02,0.57,2.4,7.89,Stretching
,60.02,0.59,2.3,7.89,Stretching
,60.02,0.6,2.3,7.89,Stretching
,60.02,0.61,2.3,7.89,Stretching
,60.02,0.63,2.6,7.95,Stretching
,60.02,0.64,2.8,7.95,Stretching
,60.02,0.65,2.9,8.01,Stretching
,60.02,0.67,3,8.01,Stretching
,60.02,0.68,3.2,8.08,Stretching
,60.02,0.7,3.1,8.01,Stretching
,60.02,0.7,3,8.08,Stretching
,60.02,0.71,3.1,8.14,Stretching
,60.02,0.73,3.3,8.08,Stretching
,60.02,0.74,3.5,8.14,Stretching
,60.02,0.75,3.5,8.14,Stretching
,60.02,0.76,3.5,8.14,Stretching
,60.02,0.78,3.6,8.14,Stretching
,60.02,0.8,3.9,8.2,Stretching
,60.02,0.81,4.3,8.2,Stretching
,60.02,0.82,4.1,8.27,Stretching
,60.02,0.83,4.2,8.33,Stretching
,60.02,0.84,4.4,8.27,Stretching
,60.02,0.86,4.5,8.33,Stretching
,60.02,0.87,4.8,8.33,Stretching
,60.02,0.88,5,8.33,Stretching
,60.02,0.9,5,8.39,Stretching
,60.02,0.91,5.1,8.39,Stretching
,60.02,0.92,5,8.52,Stretching
,60.02,0.93,4.9,8.39,Stretching
,60.02,0.95,5.4,8.52,Stretching
,60.02,0.96,5.6,8.52,Stretching
,60.02,0.97,5.7,8.52,Stretching
,60.02,0.98,5.7,8.58,Stretching
,60.02,1,5.5,8.58,Stretching
,60.02,1.01,5.6,8.58,Stretching
,60.02,1.02,6,8.71,Stretching
,60.02,1.03,6.1,8.58,Stretching
,60.02,1.05,5.9,8.71,Stretching
,60.02,1.07,6.1,8.65,Stretching
,60.02,1.08,6.1,8.71,Stretching
,60.02,1.09,6.4,8.78,Stretching
,60.02,1.1,6.5,8.71,Stretching
,60.02,1.11,6.4,8.78,Stretching
,60.02,1.12,6.9,8.84,Stretching
,60.02,1.13,7,8.84,Stretching
,60.02,1.15,7,8.91,Stretching
,60.02,1.16,6.9,8.84,Stretching
,60.02,1.18,6.9,8.97,Stretching
,60.02,1.19,7.4,8.97,Stretching
,60.02,1.2,7.4,8.97,Stretching
,60.02,1.22,7.4,9.04,Stretching
,60.02,1.23,7.5,9.1,Stretching
,60.02,1.24,7.8,9.1,Stretching
,60.02,1.25,7.9,9.24,Stretching
,60.02,1.27,8,9.24,Stretching
,60.02,1.28,8.1,9.24,Stretching
,60.02,1.29,7.9,9.24,Stretching
,60.02,1.31,8.1,9.24,Stretching
,60.02,1.32,8.3,9.3,Stretching
,60.02,1.33,8.4,9.37,Stretching
,60.02,1.35,8.5,9.37,Stretching
,60.02,1.36,8.7,9.37,Stretching
,60.02,1.37,8.8,9.5,Stretching
,60.02,1.38,8.4,9.5,Stretching
,60.02,1.39,8.6,9.5,Stretching
,60.02,1.41,8.7,9.5,Stretching
,60.02,1.42,8.8,9.57,Stretching
,60.02,1.43,8.9,9.63,Stretching
,60.02,1.45,9,9.63,Stretching
,60.02,1.46,9,9.7,Stretching
,60.02,1.48,9.3,9.77,Stretching
,60.02,1.49,9.4,9.83,Stretching
,60.02,1.5,9.4,9.9,Stretching
,60.02,1.51,9.3,9.9,Stretching
,60.02,1.52,9.5,9.9,Stretching
,60.02,1.53,9.8,9.97,Stretching
,60.02,1.55,9.9,10.04,Stretching
,60.02,1.56,9.7,10.17,Stretching
,60.02,1.58,10,10.17,Stretching
,60.02,1.59,10.3,10.17,Stretching
,60.02,1.6,10.2,10.17,Stretching
,60.02,1.61,10.7,10.24,Stretching
,60.02,1.63,10.6,10.31,Stretching
,60.02,1.63,10.7,10.31,Stretching
,60.02,1.65,10.8,10.38,Stretching
,60.02,1.66,10.6,10.38,Stretching
,60.02,1.67,10.5,10.44,Stretching
,60.02,1.69,10.6,10.44,Stretching
,60.02,1.71,11,10.51,Stretching
,60.02,1.72,10.9,10.51,Stretching
,60.02,1.73,11,10.51,Stretching
,60.02,1.74,11.2,10.65,Stretching
,60.02,1.75,11.3,10.72,Stretching
,60.02,1.76,11.6,10.79,Stretching
,60.02,1.78,11.4,10.79,Stretching
,60.02,1.79,11.6,10.86,Stretching
,60.02,1.8,11.8,10.86,Stretching
,60.02,1.82,11.8,10.93,Stretching
,60.02,1.83,11.8,10.93,Stretching
,60.02,1.84,11.8,10.93,Stretching
,60.02,1.86,11.9,11.07,Stretching
,60.02,1.87,12.1,11,Stretching
,60.02,1.88,12.3,11.14,Stretching
,60.02,1.89,12.5,11.21,Stretching
,60.02,1.9,12.5,11.28,Stretching
,60.02,1.91,12.6,11.35,Stretching
,60.02,1.92,12.5,11.42,Stretching
,60.02,1.95,12.4,11.42,Stretching
,60.02,1.96,12.6,11.56,Stretching
,60.02,1.97,12.9,11.49,Stretching
,60.02,1.98,12.9,11.56,Stretching
,60.02,1.99,12.9,11.64,Stretching
,60.02,2,12.9,11.71,Stretching
,60.02,2.02,12.8,11.78,Stretching
,60.02,2.03,13,11.85,Stretching
,60.02,2.04,13.3,11.85,Stretching
,60.02,2.06,13.4,12,Stretching
,60.02,2.07,13.5,12.07,Stretching
,60.02,2.08,13.5,12.14,Stretching
,60.02,2.09,13.3,12.14,Stretching
,60.02,2.1,13.4,12.21,Stretching
,60.02,2.11,13.6,12.51,Stretching
,60.02,2.13,13.7,12.58,Stretching
,60.02,2.14,13.8,12.65,Stretching
,60.02,2.15,13.8,12.73,Stretching
,60.02,2.17,14,12.8,Stretching
,60.02,2.18,14.1,12.88,Stretching
,60.02,2.19,14.2,12.88,Stretching
,60.02,2.21,14,13.03,Stretching
,60.02,2.22,14.3,13.03,Stretching
,60.02,2.23,14.3,13.1,Stretching
,60.02,2.24,14.5,13.1,Stretching
,60.02,2.26,14.5,13.1,Stretching
,60.02,2.27,14.6,13.25,Stretching
,60.02,2.28,14.5,13.33,Stretching
,60.02,2.3,14.6,13.33,Stretching
,60.02,2.31,14.8,13.33,Stretching
,60.02,2.32,14.8,13.4,Stretching
,60.02,2.34,14.8,13.56,Stretching
,60.02,2.35,14.8,13.4,Stretching
,60.02,2.36,14.9,13.48,Stretching
,60.02,2.38,15.5,13.48,Stretching
,60.02,2.39,15.3,13.56,Stretching
,60.02,2.4,15.1,13.56,Stretching
,60.02,2.41,15.2,13.79,Stretching
,60.02,2.43,15.5,13.79,Stretching
,60.02,2.44,15.7,13.94,Stretching
,60.02,2.45,15.6,13.86,Stretching
,60.02,2.47,15.5,14.02,Stretching
,60.02,2.48,15.7,14.02,Stretching
,60.02,2.49,15.7,14.02,Stretching
,60.02,2.5,16,14.02,Stretching
,60.02,2.51,16.2,14.09,Stretching
,60.02,2.53,15.9,14.17,Stretching
,60.02,2.54,16.1,14.17,Stretching
,60.02,2.55,16.3,14.17,Stretching
,60.02,2.56,16.4,14.25,Stretching
,60.02,2.58,16.4,14.25,Stretching
,60.02,2.59,16.4,14.33,Stretching
,60.02,2.6,16.5,14.41,Stretching
,60.02,2.62,16.7,14.48,Stretching
,60.02,2.63,16.6,14.48,Stretching
,60.02,2.64,16.6,14.48,Stretching
,60.02,2.66,16.7,14.56,Stretching
,60.02,2.67,16.5,14.56,Stretching
,60.02,2.68,16.6,14.64,Stretching
,60.02,2.69,16.7,14.64,Stretching
,60.02,2.7,16.8,14.72,Stretching
,60.02,2.72,16.8,14.72,Stretching
,60.02,2.73,17.1,14.72,Stretching
,60.02,2.74,17.3,14.8,Stretching
,60.02,2.76,17.3,14.8,Stretching
,60.02,2.77,17.4,14.88,Stretching
,60.02,2.78,17.4,14.88,Stretching
,60.02,2.79,17.5,14.96,Stretching
,60.02,2.81,17.7,14.88,Stretching
,60.02,2.82,17.9,14.96,Stretching
,60.02,2.83,17.8,14.96,Stretching
,60.02,2.85,17.6,15.04,Stretching
,60.02,2.86,17.8,15.04,Stretching
,60.02,2.87,17.6,15.04,Stretching
,60.02,2.89,17.6,15.2,Stretching
,60.02,2.9,18,15.12,Stretching
,60.02,2.91,18.2,15.2,Stretching
,60.02,2.93,18,15.2,Stretching
,60.02,2.94,18.2,15.28,Stretching
,60.02,2.95,18.4,15.2,Stretching
,60.02,2.96,18.4,15.28,Stretching
,60.02,2.98,18.7,15.36,Stretching
,60.02,2.99,18.8,15.36,Stretching
,60.02,3,18.6,15.44,Stretching
,60.02,3.02,18.6,15.44,Stretching
,60.02,3.03,18.7,15.44,Stretching
,60.02,3.04,18.7,15.52,Stretching
,60.02,3.06,19,15.44,Stretching
,60.02,3.07,19,15.52,Stretching
,60.02,3.08,19,15.52,Stretching
,60.02,3.09,19.1,15.69,Stretching
,60.02,3.11,19,15.61,Stretching
,60.02,3.12,19.2,15.77,Stretching
,60.02,3.13,19.1,15.69,Stretching
,60.02,3.15,19.1,15.69,Stretching
,60.02,3.16,19.2,15.77,Stretching
,60.02,3.17,19.4,15.77,Stretching
,60.02,3.18,19.5,15.69,Stretching
,60.02,3.19,19.7,15.77,Stretching
,60.02,3.21,19.8,15.85,Stretching
,60.02,3.22,19.9,15.85,Stretching
,60.02,3.23,19.8,15.93,Stretching
,60.02,3.25,19.7,16.02,Stretching
,60.02,3.26,19.9,16.02,Stretching
,60.02,3.27,20,16.02,Stretching
,60.02,3.28,19.9,16.02,Stretching
,60.02,3.3,20,16.1,Stretching
,60.02,3.31,20,16.1,Stretching
,60.02,3.32,20.2,16.1,Stretching
,60.02,3.34,20.5,16.18,Stretching
,60.02,3.35,20.4,16.18,Stretching
,60.02,3.36,20.2,16.26,Stretching
,60.02,3.38,20.5,16.26,Stretching
,60.02,3.39,20.6,16.26,Stretching
,60.02,3.4,20.6,16.26,Stretching
,60.02,3.42,20.6,16.35,Stretching
,60.02,3.43,20.8,16.35,Stretching
,60.02,3.44,20.7,16.43,Stretching
,60.02,3.46,21,16.43,Stretching
,60.02,3.47,21,16.43,Stretching
,60.02,3.48,21,16.52,Stretching
,60.02,3.5,21,16.52,Stretching
,60.02,3.51,21,16.68,Stretching
,60.02,3.52,21.1,16.68,Stretching
,60.02,3.53,21.2,16.68,Stretching
,60.02,3.55,21.2,16.68,Stretching
,60.02,3.55,21.3,16.77,Stretching
,60.02,3.57,21.4,16.77,Stretching
,60.02,3.58,21.7,16.77,Stretching
,60.02,3.59,21.5,16.77,Stretching
,60.02,3.61,21.5,16.77,Stretching
,60.02,3.62,21.6,16.85,Stretching
,60.02,3.63,21.7,16.94,Stretching
,60.02,3.65,21.5,16.85,Stretching
,60.02,3.66,21.7,16.94,Stretching
,60.02,3.67,21.9,16.94,Stretching
,60.02,3.68,21.8,17.02,Stretching
,60.02,3.7,21.9,17.11,Stretching
,60.02,3.71,21.8,17.11,Stretching
,60.02,3.72,22.2,17.11,Stretching
,60.02,3.74,22.4,17.19,Stretching
,60.02,3.75,22.4,17.19,Stretching
,60.02,3.76,22.4,17.37,Stretching
,60.02,3.78,22.7,17.28,Stretching
,60.02,3.79,22.6,17.37,Stretching
,60.02,3.8,22.4,17.28,Stretching
,60.02,3.82,22.3,17.37,Stretching
,60.02,3.83,22.5,17.37,Stretching
,60.02,3.84,22.7,17.37,Stretching
,60.02,3.86,22.6,17.45,Stretching
,60.02,3.87,22.5,17.45,Stretching
,60.02,3.88,22.8,17.54,Stretching
,60.02,3.9,23,17.54,Stretching
,60.02,3.91,23,17.54,Stretching
,60.02,3.92,23.2,17.62,Stretching
,60.02,3.94,23.5,17.62,Stretching
,60.02,3.95,23.3,17.71,Stretching
,60.02,3.96,22.9,17.62,Stretching
,60.02,3.98,22.9,17.71,Stretching
,60.02,3.99,23.3,17.71,Stretching
,60.02,4,23.4,17.8,Stretching
,60.02,4.01,23.2,17.8,Stretching
,60.02,4.03,23.4,17.89,Stretching
,60.02,4.04,23.5,17.71,Stretching
,60.02,4.05,23.6,17.8,Stretching
,60.02,4.07,23.7,17.8,Stretching
,60.02,4.08,24,17.8,Stretching
,60.02,4.09,23.9,17.8,Stretching
,60.02,4.11,23.8,17.89,Stretching
,60.02,4.12,23.7,17.89,Stretching
,60.02,4.13,23.8,17.89,Stretching
,60.02,4.15,23.8,17.89,Stretching
,60.02,4.16,23.8,17.97,Stretching
,60.02,4.17,23.9,17.97,Stretching
,60.02,4.19,24.1,18.06,Stretching
,60.02,4.2,24.5,17.97,Stretching
,60.02,4.21,24.2,18.06,Stretching
,60.02,4.23,24.2,18.06,Stretching
,60.02,4.24,24.3,18.15,Stretching
,60.02,4.25,24.4,18.06,Stretching
,60.02,4.26,24.4,18.06,Stretching
,60.02,4.28,24.6,18.15,Stretching
,60.02,4.28,24.6,18.15,Stretching
,60.02,4.3,24.7,18.24,Stretching
,60.02,4.32,24.8,18.15,Stretching
,60.02,4.32,24.7,18.24,Stretching
,60.02,4.34,24.9,18.24,Stretching
,60.02,4.36,25,18.33,Stretching
,60.02,4.36,25.2,18.33,Stretching
,60.02,4.38,25.1,18.33,Stretching
,60.02,4.39,25.2,18.33,Stretching
,60.02,4.4,25.3,18.33,Stretching
,60.02,4.42,25.1,18.42,Stretching
,60.02,4.43,25.2,18.51,Stretching
,60.02,4.44,25.3,18.42,Stretching
,60.02,4.45,25.4,18.42,Stretching
,60.02,4.47,25.3,18.51,Stretching
,60.02,4.48,25.5,18.51,Stretching
,60.02,4.49,25.7,18.51,Stretching
,60.02,4.5,25.9,18.51,Stretching
,60.02,4.51,25.9,18.51,Stretching
,60.02,4.53,25.8,18.59,Stretching
,60.02,4.54,25.6,18.51,Stretching
,60.02,4.55,25.8,18.59,Stretching
,60.02,4.57,25.7,18.59,Stretching
,60.02,4.58,25.9,18.59,Stretching
,60.02,4.59,26.1,18.59,Stretching
,60.02,4.61,26.2,18.68,Stretching
,60.02,4.61,26.3,18.68,Stretching
,60.02,4.63,26.2,18.59,Stretching
,60.02,4.64,26.4,18.68,Stretching
,60.02,4.66,26.5,18.77,Stretching
,60.02,4.67,26.5,18.77,Stretching
,60.02,4.68,26.4,18.77,Stretching
,60.02,4.7,26.4,18.77,Stretching
,60.02,4.71,26.7,18.77,Stretching
,60.02,4.72,26.5,18.77,Stretching
,60.02,4.73,26.3,18.77,Stretching
,60.02,4.75,26.4,18.86,Stretching
,60.02,4.76,26.7,18.86,Stretching
,60.02,4.77,26.8,18.86,Stretching
,60.02,4.78,26.8,18.86,Stretching
,60.02,4.8,27,19.05,Stretching
,60.02,4.81,26.9,18.95,Stretching
,60.02,4.82,27.1,18.95,Stretching
,60.02,4.84,27.1,19.05,Stretching
,60.02,4.85,27.1,19.05,Stretching
,60.02,4.86,27.2,19.05,Stretching
,60.02,4.88,27.2,19.14,Stretching
,60.02,4.89,27.5,19.23,Stretching
,60.02,4.91,27.7,19.23,Stretching
,60.02,4.92,27.5,19.23,Stretching
,60.02,4.93,27.5,19.23,Stretching
,60.02,4.95,27.4,19.32,Stretching
,60.02,4.96,27.3,19.23,Stretching
,60.02,4.97,27.4,19.32,Stretching
,60.02,4.98,27.5,19.32,Stretching
,60.02,5,27.7,19.41,Stretching
,60.02,5.01,27.8,19.41,Stretching
,60.02,5.01,27.8,19.41,Stretching
,60.02,5.03,27.8,19.5,Stretching
,60.02,5.04,28,19.41,Stretching
,60.02,5.05,28.1,19.5,Stretching
,60.02,5.07,28.1,19.59,Stretching
,60.02,5.08,28.1,19.5,Stretching
,60.02,5.09,28.2,19.59,Stretching
,60.02,5.11,28.2,19.59,Stretching
,60.02,5.12,28.2,19.59,Stretching
,60.02,5.13,28.4,19.5,Stretching
,60.02,5.15,28.4,19.59,Stretching
,60.02,5.16,28.6,19.59,Stretching
,60.02,5.17,28.7,19.59,Stretching
,60.02,5.19,28.7,19.69,Stretching
,60.02,5.2,28.7,19.78,Stretching
,60.02,5.21,28.9,19.69,Stretching
,60.02,5.22,28.9,19.78,Stretching
,60.02,5.24,28.8,19.78,Stretching
,60.02,5.25,28.9,19.87,Stretching
,60.02,5.26,28.9,19.87,Stretching
,60.02,5.28,29,19.78,Stretching
,60.02,5.28,29.1,19.78,Stretching
,60.02,5.3,29.2,19.87,Stretching
,60.02,5.32,29.1,19.87,Stretching
,60.02,5.32,29.1,19.97,Stretching
,60.02,5.34,29.5,19.87,Stretching
,60.02,5.35,29.7,19.87,Stretching
,60.02,5.36,29.5,19.97,Stretching
,60.02,5.38,29.4,19.97,Stretching
,60.02,5.39,29.5,20.06,Stretching
,60.02,5.4,29.6,20.06,Stretching
,60.02,5.42,29.6,20.15,Stretching
,60.02,5.43,29.4,20.06,Stretching
,60.02,5.44,29.5,20.15,Stretching
,60.02,5.45,29.8,20.15,Stretching
,60.02,5.47,30,20.15,Stretching
,60.02,5.48,30.1,20.25,Stretching
,60.02,5.49,29.9,20.25,Stretching
,60.02,5.51,30.1,20.25,Stretching
,60.02,5.52,30.2,20.34,Stretching
,60.02,5.53,30.2,20.25,Stretching
,60.02,5.55,30.1,20.34,Stretching
,60.02,5.55,30,20.34,Stretching
,60.02,5.57,30.2,20.34,Stretching
,60.02,5.58,30.3,20.43,Stretching
,60.02,5.59,30.3,20.43,Stretching
,60.02,5.61,30.3,20.43,Stretching
,60.02,5.62,30.6,20.53,Stretching
,60.02,5.63,30.6,20.53,Stretching
,60.02,5.64,30.6,20.62,Stretching
,60.02,5.66,30.6,20.82,Stretching
,60.02,5.67,30.8,20.82,Stretching
,60.02,5.68,31,20.82,Stretching
,60.02,5.69,31.1,20.82,Stretching
,60.02,5.71,30.9,20.91,Stretching
,60.02,5.72,31,21.01,Stretching
,60.02,5.73,31.2,21.01,Stretching
,60.02,5.75,31.4,21.01,Stretching
,60.02,5.76,31.2,21.1,Stretching
,60.02,5.76,31,21.1,Stretching
,60.02,5.78,31.2,21.2,Stretching
,60.02,5.8,31.2,21.1,Stretching
,60.02,5.8,31.3,21.2,Stretching
,60.02,5.82,31.3,21.2,Stretching
,60.02,5.84,31.5,21.1,Stretching
,60.02,5.84,31.4,21.1,Stretching
,60.02,5.86,31.8,21.2,Stretching
,60.02,5.87,31.7,21.2,Stretching
,60.02,5.89,31.7,21.3,Stretching
,60.02,5.9,31.9,21.2,Stretching
,60.02,5.91,31.9,21.3,Stretching
,60.02,5.92,31.9,21.3,Stretching
,60.02,5.94,31.9,21.39,Stretching
,60.02,5.95,32.1,21.39,Stretching
,60.02,5.96,32.1,21.39,Stretching
,60.02,5.97,32,21.39,Stretching
,60.02,5.99,32.2,21.49,Stretching
,60.02,6,32.3,21.49,Stretching
,60.02,6.01,32.1,21.59,Stretching
,60.02,6.02,32.2,21.49,Stretching
,60.02,6.03,32.3,21.39,Stretching
,60.02,6.04,32.4,21.49,Stretching
,60.02,6.05,32.5,21.49,Stretching
,60.02,6.07,32.5,21.59,Stretching
,60.02,6.07,32.6,21.59,Stretching
,60.02,6.09,32.8,21.59,Stretching
,60.02,6.1,32.7,21.59,Stretching
,60.02,6.11,32.7,21.59,Stretching
,60.02,6.13,32.9,21.79,Stretching
,60.02,6.14,33,21.69,Stretching
,60.02,6.15,32.9,21.69,Stretching
,60.02,6.17,32.9,21.79,Stretching
