Cycle,Time,Displacement,Tension,Resistance,Stutus
5,49.56,0.29,-0.3,7.21,Relaxing
5,49.57,0.28,-0.3,7.15,Relaxing
5,49.58,0.26,-0.4,7.15,Relaxing
5,49.6,0.25,-0.3,7.08,Relaxing
5,49.61,0.25,-0.3,7.08,Relaxing
5,49.62,0.22,-0.6,7.08,Relaxing
5,49.63,0.22,-0.9,7.02,Relaxing
5,49.64,0.2,-0.7,7.02,Relaxing
5,49.66,0.19,-1,6.96,Relaxing
5,49.67,0.18,-1.2,6.96,Relaxing
5,49.68,0.17,-1,6.96,Relaxing
5,49.69,0.15,-1,6.96,Relaxing
5,49.71,0.14,-1.1,6.9,Relaxing
5,49.72,0.12,-1,6.9,Relaxing
5,49.73,0.11,-0.6,6.9,Relaxing
5,49.74,0.1,-0.8,6.84,Relaxing
5,49.76,0.09,-1,6.9,Relaxing
5,49.77,0.08,-1.3,6.84,Relaxing
5,49.78,0.06,-1.1,6.78,Relaxing
5,49.79,0.05,-1.1,6.84,Relaxing
5,49.81,0.03,-1.5,6.78,Relaxing
5,49.82,0.02,-1.6,6.72,Relaxing
5,49.83,0.01,-1.5,6.78,Relaxing
5,49.84,0,-1.6,6.72,Relaxing
5,49.85,0,-1.5,6.72,Relaxing
5,49.87,0,-1.3,6.72,Relaxing
5,49.88,0,-1.4,6.72,Relaxing
5,49.89,0,-1.3,6.72,Relaxing
5,49.9,0,-1.4,6.72,Relaxing
5,49.92,0,-1.5,6.66,Relaxing
5,49.93,0,-1.3,6.72,Relaxing
5,49.94,0,-1.4,6.72,Relaxing
5,49.95,0,-1.3,6.72,Relaxing
5,49.97,0,-1.2,6.72,Relaxing
5,49.98,0,-1.2,6.66,Relaxing
5,49.99,0,-1.1,6.72,Relaxing
5,50,0,-1.1,6.66,Relaxing
6,50.03,0.01,-1.2,6.66,Stretching
6,50.03,0,-1.2,6.72,Stretching
6,50.04,0.01,-0.9,6.66,Stretching
6,50.05,0.03,-0.8,6.66,Stretching
6,50.06,0.04,-0.9,6.66,Stretching
6,50.08,0.05,-0.8,6.66,Stretching
6,50.09,0.06,-0.4,6.66,Stretching
6,50.1,0.08,-0.3,6.72,Stretching
6,50.11,0.09,-0.1,6.66,Stretching
6,50.13,0.1,-0.3,6.72,Stretching
6,50.14,0.12,0,6.72,Stretching
6,50.15,0.12,0.2,6.72,Stretching
6,50.16,0.14,0.3,6.72,Stretching
6,50.18,0.15,0.5,6.72,Stretching
6,50.19,0.17,0.6,6.78,Stretching
6,50.2,0.17,0.6,6.78,Stretching
6,50.21,0.19,0.7,6.78,Stretching
6,50.22,0.2,0.9,6.78,Stretching
6,50.24,0.22,0.9,6.72,Stretching
6,50.25,0.23,1.1,6.78,Stretching
6,50.26,0.24,1.2,6.72,Stretching
6,50.27,0.25,1.2,6.78,Stretching
6,50.29,0.26,1.4,6.78,Stretching
6,50.3,0.28,1.5,6.78,Stretching
6,50.31,0.29,1.5,6.9,Stretching
6,50.32,0.3,1.5,6.78,Stretching
6,50.34,0.32,1.8,6.78,Stretching
6,50.35,0.33,1.9,6.84,Stretching
6,50.36,0.34,1.9,6.84,Stretching
6,50.37,0.35,2.3,6.84,Stretching
6,50.39,0.37,2.3,6.84,Stretching
6,50.4,0.38,2.5,6.78,Stretching
6,50.41,0.4,2.7,6.84,Stretching
6,50.42,0.4,2.8,6.84,Stretching
6,50.44,0.42,3.1,6.9,Stretching
6,50.45,0.43,3.1,6.9,Stretching
6,50.46,0.45,3,6.9,Stretching
6,50.47,0.45,3.1,6.9,Stretching
6,50.48,0.47,3.3,6.96,Stretching
6,50.5,0.48,3.4,6.9,Stretching
6,50.51,0.49,3.3,7.02,Stretching
6,50.52,0.5,3.7,6.96,Stretching
6,50.53,0.52,3.6,6.9,Stretching
6,50.54,0.53,3.8,6.96,Stretching
6,50.56,0.55,4,6.96,Stretching
6,50.57,0.55,4.1,7.02,Stretching
6,50.58,0.56,4.1,7.02,Stretching
6,50.6,0.58,4.4,7.08,Stretching
6,50.61,0.6,4.5,7.08,Stretching
6,50.62,0.61,4.7,7.08,Stretching
6,50.63,0.61,4.7,7.08,Stretching
6,50.65,0.63,4.7,7.08,Stretching
6,50.66,0.64,4.8,7.08,Stretching
6,50.67,0.65,5,7.15,Stretching
6,50.68,0.67,5.2,7.21,Stretching
6,50.69,0.68,5.2,7.21,Stretching
6,50.71,0.69,5.3,7.21,Stretching
6,50.72,0.71,5.5,7.27,Stretching
6,50.73,0.71,5.6,7.27,Stretching
6,50.74,0.73,5.8,7.27,Stretching
6,50.76,0.75,5.9,7.33,Stretching
6,50.77,0.76,6.1,7.39,Stretching
6,50.78,0.77,6.1,7.33,Stretching
6,50.79,0.79,6.1,7.39,Stretching
6,50.81,0.8,6.4,7.39,Stretching
6,50.82,0.81,6.5,7.39,Stretching
6,50.83,0.83,6.6,7.45,Stretching
6,50.84,0.83,6.7,7.45,Stretching
6,50.86,0.85,7.2,7.45,Stretching
6,50.87,0.86,7,7.51,Stretching
6,50.88,0.88,6.7,7.45,Stretching
6,50.89,0.88,6.6,7.58,Stretching
6,50.9,0.9,6.8,7.58,Stretching
6,50.92,0.91,7.1,7.58,Stretching
6,50.93,0.92,7.2,7.7,Stretching
6,50.94,0.93,7.7,7.64,Stretching
6,50.95,0.95,7.7,7.64,Stretching
6,50.97,0.96,7.8,7.7,Stretching
6,50.98,0.97,7.8,7.7,Stretching
6,50.99,0.99,8.1,7.76,Stretching
6,51,1,8.2,7.76,Stretching
6,51.02,1.01,8.4,7.76,Stretching
6,51.03,1.02,8.4,7.82,Stretching
6,51.04,1.03,8.3,7.82,Stretching
6,51.05,1.04,8.4,7.89,Stretching
6,51.06,1.06,8.8,7.95,Stretching
6,51.08,1.08,9.2,7.95,Stretching
6,51.09,1.09,9.1,7.95,Stretching
6,51.1,1.1,9,8.01,Stretching
6,51.11,1.11,9.2,7.95,Stretching
6,51.13,1.12,9.3,8.01,Stretching
6,51.14,1.13,9.4,8.08,Stretching
6,51.15,1.15,9.2,8.08,Stretching
6,51.16,1.16,9.3,8.14,Stretching
6,51.18,1.17,9.7,8.2,Stretching
6,51.19,1.19,9.8,8.2,Stretching
6,51.2,1.2,9.9,8.2,Stretching
6,51.21,1.22,10.1,8.2,Stretching
6,51.22,1.23,10.2,8.33,Stretching
6,51.24,1.24,10.4,8.33,Stretching
6,51.25,1.25,10.6,8.33,Stretching
6,51.26,1.26,10.8,8.39,Stretching
6,51.27,1.27,10.6,8.39,Stretching
6,51.29,1.29,10.5,8.39,Stretching
6,51.3,1.3,10.6,8.39,Stretching
6,51.31,1.32,10.9,8.58,Stretching
6,51.32,1.33,11.1,8.52,Stretching
6,51.34,1.35,11.5,8.65,Stretching
6,51.35,1.36,11.4,8.58,Stretching
6,51.36,1.37,11.3,8.65,Stretching
6,51.37,1.38,11.3,8.58,Stretching
6,51.39,1.39,11.7,8.71,Stretching
6,51.4,1.4,11.9,8.71,Stretching
6,51.41,1.42,11.8,8.71,Stretching
6,51.42,1.43,11.8,8.78,Stretching
6,51.44,1.45,12.1,8.78,Stretching
6,51.45,1.46,12.2,8.84,Stretching
6,51.46,1.48,12,8.84,Stretching
6,51.47,1.48,12,8.91,Stretching
6,51.48,1.5,12.4,8.97,Stretching
6,51.5,1.51,12.6,8.97,Stretching
6,51.51,1.52,12.5,9.1,Stretching
6,51.52,1.53,12.5,9.1,Stretching
6,51.54,1.55,12.6,9.24,Stretching
6,51.55,1.56,12.8,9.24,Stretching
6,51.56,1.58,13,9.3,Stretching
6,51.57,1.59,13,9.37,Stretching
6,51.58,1.6,13.3,9.37,Stretching
6,51.6,1.61,13.2,9.5,Stretching
6,51.61,1.63,13.3,9.5,Stretching
6,51.62,1.63,13.2,9.57,Stretching
6,51.63,1.65,13.4,9.63,Stretching
6,51.65,1.66,13.7,9.7,Stretching
6,51.66,1.67,13.7,9.77,Stretching
6,51.67,1.68,13.7,9.77,Stretching
6,51.68,1.7,13.7,9.83,Stretching
6,51.7,1.71,13.9,9.9,Stretching
6,51.71,1.73,13.8,9.9,Stretching
6,51.72,1.74,14,10.04,Stretching
6,51.73,1.75,14.3,10.1,Stretching
6,51.74,1.76,14,10.31,Stretching
6,51.76,1.77,14.1,10.44,Stretching
6,51.77,1.78,14.5,10.58,Stretching
6,51.78,1.8,14.5,10.51,Stretching
6,51.79,1.82,14.4,10.58,Stretching
6,51.81,1.83,14.8,10.51,Stretching
6,51.82,1.84,14.9,10.51,Stretching
6,51.83,1.85,14.8,10.58,Stretching
6,51.84,1.86,14.8,10.51,Stretching
6,51.86,1.88,15,10.65,Stretching
6,51.87,1.88,15.2,10.65,Stretching
6,51.88,1.9,15.1,10.79,Stretching
6,51.89,1.91,15.2,10.79,Stretching
6,51.9,1.92,15.2,10.79,Stretching
6,51.92,1.93,15.1,10.86,Stretching
6,51.93,1.95,15.3,10.93,Stretching
6,51.94,1.96,15.4,11,Stretching
6,51.95,1.98,15.5,11,Stretching
6,51.97,1.98,15.6,11.07,Stretching
6,51.98,2,15.6,11,Stretching
6,51.99,2.02,15.7,11.28,Stretching
6,52,2.02,15.9,11.35,Stretching
6,52.02,2.04,15.9,11.56,Stretching
6,52.03,2.05,16.3,11.49,Stretching
6,52.04,2.06,16.3,11.49,Stretching
6,52.05,2.07,16.1,11.56,Stretching
6,52.07,2.09,16,11.56,Stretching
6,52.08,2.1,16.3,11.56,Stretching
6,52.09,2.11,16.4,11.56,Stretching
6,52.1,2.12,16.6,11.64,Stretching
6,52.12,2.14,16.8,11.71,Stretching
6,52.13,2.15,16.8,11.71,Stretching
6,52.14,2.16,16.9,11.71,Stretching
6,52.15,2.18,16.9,11.71,Stretching
6,52.16,2.19,17,11.78,Stretching
6,52.18,2.2,17.3,11.78,Stretching
6,52.19,2.22,17.2,11.92,Stretching
6,52.2,2.23,17.2,11.92,Stretching
6,52.21,2.24,17.5,12,Stretching
6,52.23,2.26,17.8,12,Stretching
6,52.24,2.27,17.6,11.92,Stretching
6,52.25,2.28,17.3,12,Stretching
6,52.26,2.3,17.5,12,Stretching
6,52.28,2.3,17.7,12,Stretching
6,52.29,2.32,18.1,12,Stretching
6,52.3,2.33,18,12,Stretching
6,52.31,2.34,18,12.07,Stretching
6,52.33,2.36,17.8,12.14,Stretching
6,52.34,2.37,17.8,12.21,Stretching
6,52.35,2.38,18.3,12.21,Stretching
6,52.36,2.4,18.3,12.29,Stretching
6,52.37,2.41,18.4,12.36,Stretching
6,52.39,2.42,18.5,12.58,Stretching
6,52.4,2.44,18.5,12.51,Stretching
6,52.41,2.45,18.8,12.58,Stretching
6,52.42,2.46,18.6,12.65,Stretching
6,52.44,2.47,18.5,12.65,Stretching
6,52.45,2.49,18.6,12.58,Stretching
6,52.46,2.5,18.8,12.58,Stretching
6,52.47,2.51,18.8,12.73,Stretching
6,52.49,2.52,19,12.65,Stretching
6,52.5,2.54,19.2,12.73,Stretching
6,52.51,2.55,19.3,12.65,Stretching
6,52.52,2.56,19.4,12.73,Stretching
6,52.54,2.58,19.5,12.8,Stretching
6,52.55,2.58,19.4,12.73,Stretching
6,52.56,2.6,19.4,12.8,Stretching
6,52.57,2.61,19.7,12.8,Stretching
6,52.59,2.62,19.8,12.88,Stretching
6,52.6,2.64,19.7,12.95,Stretching
6,52.61,2.65,19.7,13.03,Stretching
6,52.62,2.66,19.7,12.95,Stretching
6,52.63,2.68,19.9,13.03,Stretching
6,52.65,2.69,20.2,13.1,Stretching
6,52.66,2.7,20.4,13.1,Stretching
6,52.67,2.71,20.4,13.25,Stretching
6,52.68,2.73,20.1,13.1,Stretching
6,52.7,2.74,20.3,13.1,Stretching
6,52.71,2.75,20.4,13.25,Stretching
6,52.72,2.77,20.5,13.25,Stretching
6,52.73,2.78,20.4,13.25,Stretching
6,52.75,2.79,20.5,13.25,Stretching
6,52.76,2.8,20.6,13.33,Stretching
6,52.77,2.82,20.9,13.33,Stretching
6,52.78,2.83,20.8,13.4,Stretching
6,52.79,2.84,20.9,13.4,Stretching
6,52.81,2.86,21.2,13.48,Stretching
6,52.82,2.87,21.4,13.48,Stretching
6,52.83,2.88,21.4,13.56,Stretching
6,52.84,2.9,21.4,13.48,Stretching
6,52.86,2.91,21.4,13.63,Stretching
6,52.87,2.92,21.4,13.63,Stretching
6,52.88,2.94,21.4,13.56,Stretching
6,52.89,2.95,21.2,13.63,Stretching
6,52.91,2.96,21.3,13.63,Stretching
6,52.92,2.98,21.7,13.71,Stretching
6,52.93,2.98,21.6,13.71,Stretching
6,52.94,3,21.7,13.71,Stretching
6,52.96,3.01,21.9,13.71,Stretching
6,52.97,3.02,22.2,13.71,Stretching
6,52.98,3.04,22.2,13.79,Stretching
6,52.99,3.05,22.1,13.79,Stretching
6,53.01,3.06,22.2,13.86,Stretching
6,53.02,3.07,22.5,13.79,Stretching
6,53.03,3.09,22.6,13.86,Stretching
6,53.04,3.1,22.7,13.94,Stretching
6,53.05,3.11,22.8,13.94,Stretching
6,53.07,3.13,22.7,13.94,Stretching
6,53.08,3.14,22.7,13.86,Stretching
6,53.09,3.15,22.7,13.94,Stretching
6,53.1,3.17,22.8,13.86,Stretching
6,53.12,3.18,22.9,13.94,Stretching
6,53.13,3.19,22.8,13.94,Stretching
6,53.14,3.21,22.9,14.02,Stretching
6,53.15,3.22,22.9,14.09,Stretching
6,53.17,3.23,23.1,14.02,Stretching
6,53.18,3.24,23.3,14.09,Stretching
6,53.19,3.26,23.3,14.09,Stretching
6,53.2,3.27,23.4,14.09,Stretching
6,53.22,3.28,23.6,14.17,Stretching
6,53.23,3.3,23.7,14.25,Stretching
6,53.24,3.31,23.7,14.17,Stretching
6,53.25,3.32,23.4,14.25,Stretching
6,53.27,3.34,23.5,14.17,Stretching
6,53.28,3.35,23.6,14.25,Stretching
6,53.29,3.36,23.7,14.33,Stretching
6,53.3,3.37,24,14.33,Stretching
6,53.31,3.38,24.2,14.41,Stretching
6,53.33,3.4,20.9,14.33,Stretching
6,53.34,3.41,24.2,14.41,Stretching
6,53.4,3.47,24.5,14.48,Stretching
6,53.41,3.49,24.7,14.56,Stretching
6,53.42,3.5,24.6,14.56,Stretching
6,53.44,3.51,24.8,14.56,Stretching
6,53.45,3.52,24.8,14.56,Stretching
6,53.46,3.54,24.7,14.64,Stretching
6,53.47,3.55,24.9,14.56,Stretching
6,53.48,3.56,25.1,14.72,Stretching
6,53.5,3.58,25.3,14.72,Stretching
6,53.51,3.59,25.1,14.64,Stretching
6,53.52,3.6,25,14.72,Stretching
6,53.53,3.62,25,14.72,Stretching
6,53.55,3.62,25.1,14.72,Stretching
6,53.56,3.64,25.3,14.72,Stretching
6,53.57,3.65,25.5,14.72,Stretching
6,53.58,3.66,25.4,14.8,Stretching
6,53.6,3.68,25.6,14.72,Stretching
6,53.61,3.69,25.7,14.88,Stretching
6,53.62,3.7,25.7,14.88,Stretching
6,53.63,3.72,25.8,14.88,Stretching
6,53.65,3.73,25.9,14.88,Stretching
6,53.66,3.74,26.1,14.88,Stretching
6,53.67,3.76,26.1,14.96,Stretching
6,53.68,3.77,26,14.96,Stretching
6,53.69,3.78,26.1,14.88,Stretching
6,53.71,3.8,26.2,14.96,Stretching
6,53.72,3.81,26.3,14.96,Stretching
6,53.73,3.82,26.5,14.96,Stretching
6,53.74,3.83,26.3,14.88,Stretching
6,53.76,3.85,26.3,14.96,Stretching
6,53.77,3.87,26.5,15.04,Stretching
6,53.78,3.88,26.5,14.96,Stretching
6,53.79,3.89,26.7,15.12,Stretching
6,53.81,3.91,26.9,15.04,Stretching
6,53.82,3.92,26.8,15.12,Stretching
6,53.83,3.93,26.7,15.12,Stretching
6,53.84,3.95,26.7,15.12,Stretching
6,53.86,3.96,26.8,15.12,Stretching
6,53.87,3.97,26.9,15.2,Stretching
6,53.88,3.98,27,15.2,Stretching
6,53.89,4,27.1,15.2,Stretching
6,53.9,4.01,27.2,15.2,Stretching
6,53.92,4.03,27.3,15.2,Stretching
6,53.93,4.03,27.5,15.2,Stretching
6,53.94,4.05,27.7,15.2,Stretching
6,53.95,4.07,27.6,15.2,Stretching
6,53.97,4.07,27.7,15.28,Stretching
6,53.98,4.09,27.9,15.28,Stretching
6,53.99,4.11,27.9,15.28,Stretching
6,54,4.11,28,15.28,Stretching
6,54.02,4.13,27.9,15.28,Stretching
6,54.03,4.14,28,15.36,Stretching
6,54.04,4.16,28.1,15.36,Stretching
6,54.05,4.17,28.4,15.44,Stretching
6,54.06,4.18,28.4,15.44,Stretching
6,54.08,4.2,28.1,15.44,Stretching
6,54.09,4.21,27.9,15.44,Stretching
6,54.1,4.22,28.3,15.44,Stretching
6,54.11,4.24,28.3,15.52,Stretching
6,54.13,4.25,28.4,15.44,Stretching
6,54.14,4.26,28.6,15.44,Stretching
6,54.15,4.27,28.6,15.52,Stretching
6,54.16,4.28,28.8,15.52,Stretching
6,54.18,4.3,29,15.61,Stretching
6,54.19,4.31,29,15.61,Stretching
6,54.2,4.32,29.2,15.52,Stretching
6,54.21,4.34,29.1,15.61,Stretching
6,54.23,4.35,29.1,15.61,Stretching
6,54.24,4.36,29.2,15.69,Stretching
6,54.25,4.38,29.3,15.69,Stretching
6,54.26,4.39,29.3,15.69,Stretching
6,54.28,4.4,29.5,15.69,Stretching
6,54.29,4.41,29.8,15.69,Stretching
6,54.3,4.43,29.7,15.77,Stretching
6,54.31,4.44,29.9,15.77,Stretching
6,54.32,4.45,29.9,15.77,Stretching
6,54.34,4.46,30,15.77,Stretching
6,54.35,4.48,30.1,15.85,Stretching
6,54.36,4.49,29.9,15.85,Stretching
6,54.37,4.5,29.9,15.85,Stretching
6,54.39,4.51,30.1,15.85,Stretching
6,54.4,4.53,30,15.93,Stretching
6,54.41,4.54,30.2,15.85,Stretching
6,54.42,4.55,30.3,15.85,Stretching
6,54.44,4.56,30.3,15.93,Stretching
6,54.45,4.57,30.6,15.93,Stretching
6,54.46,4.59,30.7,16.02,Stretching
6,54.47,4.6,30.8,16.02,Stretching
6,54.49,4.61,30.8,16.02,Stretching
6,54.5,4.63,31,16.02,Stretching
6,54.51,4.64,31.1,16.02,Stretching
6,54.52,4.65,31.2,16.02,Stretching
6,54.53,4.67,31.2,16.02,Stretching
6,54.55,4.68,31.2,15.93,Stretching
6,54.56,4.69,31.3,15.93,Stretching
6,54.57,4.71,31.5,15.93,Stretching
6,54.58,4.72,31.5,16.02,Stretching
6,54.6,4.73,31.6,16.02,Stretching
6,54.61,4.75,31.7,16.02,Stretching
6,54.62,4.76,31.8,16.1,Stretching
6,54.63,4.77,32,16.02,Stretching
6,54.65,4.78,31.8,15.93,Stretching
6,54.66,4.8,31.7,16.02,Stretching
6,54.67,4.8,32.1,16.02,Stretching
6,54.68,4.82,32.5,16.1,Stretching
6,54.7,4.84,32.3,16.1,Stretching
6,54.71,4.84,32.3,16.1,Stretching
6,54.72,4.86,32.6,16.18,Stretching
6,54.73,4.88,32.6,16.18,Stretching
6,54.74,4.89,32.6,16.1,Stretching
6,54.76,4.9,32.7,16.18,Stretching
6,54.77,4.92,32.7,16.18,Stretching
6,54.78,4.93,32.9,16.18,Stretching
6,54.79,4.94,33,16.18,Stretching
6,54.81,4.96,33.1,16.18,Stretching
6,54.82,4.97,33.2,16.26,Stretching
6,54.83,4.98,33.3,16.18,Stretching
6,54.84,4.97,33.1,16.18,Stretching
6,54.86,4.97,33,16.26,Stretching
6,54.87,4.97,33.1,16.26,Stretching
6,54.88,4.97,32.8,16.26,Stretching
6,54.89,4.97,32.8,16.26,Stretching
6,54.9,4.97,32.8,16.26,Stretching
6,54.92,4.97,32.6,16.26,Stretching
6,54.93,4.97,32.5,16.26,Stretching
6,54.94,4.97,32.3,16.26,Stretching
6,54.95,4.97,32.5,16.26,Stretching
6,54.97,4.97,32.8,16.26,Stretching
6,54.98,4.97,32.5,16.26,Stretching
6,54.99,4.97,32.3,16.26,Stretching
6,55,4.97,32.2,16.18,Stretching
6,55.03,4.97,32.3,16.18,Relaxing
6,55.03,4.97,32.5,16.26,Relaxing
6,55.04,4.96,32.4,16.18,Relaxing
6,55.05,4.95,32,16.26,Relaxing
6,55.06,4.93,31.8,16.18,Relaxing
6,55.08,4.93,31.8,16.26,Relaxing
6,55.09,4.91,31.6,16.18,Relaxing
6,55.1,4.9,31.4,16.18,Relaxing
6,55.11,4.89,31.3,16.18,Relaxing
6,55.13,4.88,31,16.1,Relaxing
6,55.14,4.86,30.7,16.26,Relaxing
6,55.15,4.84,30.6,16.1,Relaxing
6,55.16,4.83,30.4,16.18,Relaxing
6,55.18,4.82,30.1,16.1,Relaxing
6,55.19,4.8,29.9,16.1,Relaxing
6,55.2,4.8,29.8,16.1,Relaxing
6,55.21,4.78,29.6,16.1,Relaxing
6,55.23,4.76,29.6,16.1,Relaxing
6,55.24,4.76,29.3,16.02,Relaxing
6,55.25,4.74,29,16.1,Relaxing
6,55.26,4.73,28.9,16.02,Relaxing
6,55.28,4.72,28.8,16.02,Relaxing
6,55.29,4.71,28.8,16.1,Relaxing
6,55.3,4.69,28.6,16.02,Relaxing
6,55.31,4.68,28.5,16.02,Relaxing
6,55.32,4.67,28.2,16.02,Relaxing
6,55.34,4.65,28.1,16.02,Relaxing
6,55.35,4.64,28.1,16.1,Relaxing
6,55.36,4.63,27.9,16.02,Relaxing
6,55.37,4.61,27.7,15.93,Relaxing
6,55.39,4.6,27.5,16.02,Relaxing
6,55.4,4.59,27.2,15.93,Relaxing
6,55.41,4.57,26.9,15.93,Relaxing
6,55.42,4.57,27,15.93,Relaxing
6,55.44,4.55,27,15.93,Relaxing
6,55.45,4.53,26.6,15.93,Relaxing
6,55.46,4.53,26.7,15.85,Relaxing
6,55.47,4.51,26.7,15.85,Relaxing
6,55.49,4.5,26.4,15.85,Relaxing
6,55.5,4.49,26,15.85,Relaxing
6,55.51,4.48,26.4,15.77,Relaxing
6,55.52,4.46,26.1,15.77,Relaxing
6,55.53,4.45,25.8,15.85,Relaxing
6,55.55,4.44,26,15.77,Relaxing
6,55.56,4.43,26,15.77,Relaxing
6,55.57,4.41,25.7,15.77,Relaxing
6,55.58,4.41,25.5,15.77,Relaxing
6,55.6,4.39,25.4,15.85,Relaxing
6,55.61,4.38,25.1,15.77,Relaxing
6,55.62,4.36,25.1,15.77,Relaxing
6,55.63,4.35,25,15.77,Relaxing
6,55.65,4.34,24.8,15.77,Relaxing
6,55.66,4.32,24.4,15.85,Relaxing
6,55.67,4.31,24.3,15.77,Relaxing
6,55.68,4.3,24.3,15.77,Relaxing
6,55.7,4.28,24.3,15.69,Relaxing
6,55.71,4.27,24.4,15.69,Relaxing
6,55.72,4.26,24.1,15.69,Relaxing
6,55.73,4.25,23.9,15.69,Relaxing
6,55.74,4.24,23.9,15.69,Relaxing
6,55.76,4.22,24,15.69,Relaxing
6,55.77,4.21,23.7,15.69,Relaxing
6,55.78,4.2,23.6,15.69,Relaxing
6,55.79,4.18,23.6,15.69,Relaxing
6,55.81,4.17,23.4,15.69,Relaxing
6,55.82,4.16,23.2,15.69,Relaxing
6,55.83,4.15,23.1,15.61,Relaxing
6,55.84,4.13,22.9,15.61,Relaxing
6,55.86,4.12,22.9,15.61,Relaxing
6,55.87,4.11,22.9,15.61,Relaxing
6,55.88,4.09,22.8,15.69,Relaxing
6,55.89,4.08,22.8,15.61,Relaxing
6,55.9,4.07,22.7,15.61,Relaxing
6,55.92,4.05,22.7,15.61,Relaxing
6,55.93,4.04,22.8,15.61,Relaxing
6,55.94,4.03,22.5,15.52,Relaxing
6,55.95,4.01,22,15.52,Relaxing
6,55.97,4,22,15.52,Relaxing
6,55.98,3.98,21.7,15.52,Relaxing
6,55.99,3.97,21.8,15.44,Relaxing
6,56,3.96,21.9,15.44,Relaxing
6,56.02,3.95,21.7,15.44,Relaxing
6,56.03,3.93,21.6,15.44,Relaxing
6,56.04,3.92,21.4,15.44,Relaxing
6,56.05,3.91,21.1,15.44,Relaxing
6,56.07,3.89,21.1,15.44,Relaxing
6,56.08,3.88,21.2,15.44,Relaxing
6,56.09,3.87,21.3,15.44,Relaxing
6,56.1,3.85,21.1,15.44,Relaxing
6,56.12,3.84,21,15.44,Relaxing
6,56.13,3.83,20.9,15.44,Relaxing
6,56.14,3.81,20.8,15.52,Relaxing
6,56.15,3.8,20.4,15.36,Relaxing
6,56.16,3.78,20,15.44,Relaxing
6,56.18,3.77,20.1,15.44,Relaxing
6,56.19,3.76,20.1,15.36,Relaxing
6,56.2,3.75,20.1,15.44,Relaxing
6,56.21,3.73,20,15.36,Relaxing
6,56.23,3.72,20,15.36,Relaxing
6,56.24,3.71,19.8,15.28,Relaxing
6,56.25,3.69,19.9,15.36,Relaxing
6,56.26,3.68,19.8,15.36,Relaxing
6,56.28,3.67,19.7,15.36,Relaxing
6,56.29,3.65,19.4,15.36,Relaxing
6,56.3,3.64,19.2,15.36,Relaxing
6,56.31,3.63,19.3,15.36,Relaxing
6,56.33,3.62,19.3,15.28,Relaxing
6,56.34,3.6,19.3,15.28,Relaxing
6,56.35,3.59,19.1,15.28,Relaxing
6,56.36,3.58,18.9,15.28,Relaxing
6,56.37,3.56,18.8,15.2,Relaxing
6,56.39,3.55,18.8,15.2,Relaxing
6,56.4,3.54,18.8,15.2,Relaxing
6,56.41,3.52,18.7,15.2,Relaxing
6,56.42,3.51,18.6,15.2,Relaxing
6,56.44,3.5,18.5,15.12,Relaxing
6,56.45,3.49,18.5,15.12,Relaxing
6,56.46,3.48,18.3,15.2,Relaxing
6,56.47,3.47,18.3,15.04,Relaxing
6,56.49,3.45,18,15.04,Relaxing
6,56.5,3.44,17.6,14.96,Relaxing
6,56.51,3.43,17.7,15.12,Relaxing
6,56.52,3.41,17.8,14.96,Relaxing
6,56.54,3.4,17.7,15.04,Relaxing
6,56.55,3.39,17.6,15.04,Relaxing
6,56.56,3.37,17.7,14.96,Relaxing
6,56.57,3.36,17.5,14.96,Relaxing
6,56.59,3.35,17.4,14.88,Relaxing
6,56.6,3.33,17.3,14.88,Relaxing
6,56.61,3.32,17,14.88,Relaxing
6,56.62,3.31,17,14.88,Relaxing
6,56.63,3.29,17.1,14.8,Relaxing
6,56.65,3.28,16.9,14.8,Relaxing
6,56.66,3.27,16.7,14.8,Relaxing
6,56.67,3.26,16.6,14.72,Relaxing
6,56.68,3.24,16.8,14.72,Relaxing
6,56.7,3.23,16.6,14.8,Relaxing
6,56.71,3.22,16.3,14.72,Relaxing
6,56.72,3.2,16.5,14.8,Relaxing
6,56.73,3.19,16.6,14.72,Relaxing
6,56.75,3.18,16.3,14.88,Relaxing
6,56.76,3.17,16.3,14.72,Relaxing
6,56.77,3.15,16.4,14.72,Relaxing
6,56.78,3.14,16.5,14.64,Relaxing
6,56.79,3.13,16,14.56,Relaxing
6,56.81,3.11,15.8,14.56,Relaxing
6,56.82,3.1,15.7,14.48,Relaxing
6,56.83,3.09,15.6,14.48,Relaxing
6,56.84,3.08,15.5,14.41,Relaxing
6,56.86,3.07,15.4,14.41,Relaxing
6,56.87,3.05,15.3,14.41,Relaxing
6,56.88,3.04,15.4,14.48,Relaxing
6,56.89,3.03,15.6,14.56,Relaxing
6,56.9,3.01,15.4,14.48,Relaxing
6,56.92,3,15.2,14.33,Relaxing
6,56.93,2.98,15.1,14.25,Relaxing
6,56.94,2.97,15.1,14.25,Relaxing
6,56.96,2.96,15,14.17,Relaxing
6,56.97,2.95,14.9,14.17,Relaxing
6,56.98,2.94,14.9,14.09,Relaxing
6,56.99,2.92,14.9,14.09,Relaxing
6,57.01,2.91,14.7,14.09,Relaxing
6,57.02,2.9,14.8,14.09,Relaxing
6,57.03,2.88,14.7,14.09,Relaxing
6,57.04,2.87,14.5,14.02,Relaxing
6,57.05,2.86,14.3,14.02,Relaxing
