Time,Displacement,Tension,Resistance,Stutus
8.25,8.6,29.3,32.74,Stretching
8.26,8.61,29.3,32.74,Stretching
8.28,8.62,29.3,33,Stretching
8.29,8.64,29.5,32.74,Stretching
8.3,8.65,29.5,32.74,Stretching
8.31,8.66,29.4,32.74,Stretching
8.32,8.68,29.3,32.74,Stretching
8.34,8.69,29.4,32.6,Stretching
8.35,8.7,29.5,32.74,Stretching
8.36,8.72,29.5,32.74,Stretching
8.37,8.73,29.6,32.74,Stretching
8.39,8.74,29.9,33,Stretching
8.4,8.76,30,33,Stretching
8.41,8.77,29.9,33,Stretching
8.42,8.77,29.8,33,Stretching
8.44,8.79,30,33,Stretching
8.45,8.81,30,33.4,Stretching
8.46,8.81,29.9,33.27,Stretching
8.47,8.83,30,33.27,Stretching
8.49,8.85,30.4,33.54,Stretching
8.5,8.85,30.3,33.4,Stretching
8.51,8.87,30.3,33.54,Stretching
8.52,8.89,30.4,33.54,Stretching
8.53,8.9,30.4,33.54,Stretching
8.55,8.91,30.6,33.67,Stretching
8.56,8.93,30.5,33.54,Stretching
8.57,8.94,30.4,33.67,Stretching
8.58,8.95,30.5,33.94,Stretching
8.6,8.97,30.5,34.22,Stretching
8.61,8.98,30.6,34.08,Stretching
8.62,8.99,30.7,33.94,Stretching
8.63,9.01,30.7,34.22,Stretching
8.65,9.02,30.6,34.22,Stretching
8.66,9.03,30.6,34.08,Stretching
8.67,9.05,30.7,34.08,Stretching
8.68,9.06,31.2,34.22,Stretching
8.69,9.07,30.9,34.22,Stretching
8.71,9.08,30.8,34.22,Stretching
8.72,9.1,31,34.22,Stretching
8.73,9.1,31,34.22,Stretching
8.74,9.12,30.9,34.22,Stretching
8.76,9.13,30.8,34.08,Stretching
8.77,9.14,31.1,34.08,Stretching
8.78,9.15,31,34.36,Stretching
8.79,9.17,30.9,34.36,Stretching
8.81,9.18,31,34.36,Stretching
8.82,9.19,31.2,34.49,Stretching
8.83,9.21,31.3,34.63,Stretching
8.84,9.22,31.4,34.49,Stretching
8.85,9.23,31.4,34.49,Stretching
8.87,9.25,31.4,34.63,Stretching
8.88,9.26,31.7,34.63,Stretching
8.89,9.27,31.7,34.63,Stretching
8.91,9.28,31.8,34.63,Stretching
8.92,9.3,31.6,34.49,Stretching
8.93,9.31,31.7,34.49,Stretching
8.94,9.32,31.7,34.49,Stretching
8.95,9.34,31.7,34.63,Stretching
8.97,9.35,32,34.77,Stretching
8.98,9.36,32,34.63,Stretching
8.99,9.38,31.9,34.77,Stretching
9,9.39,32,35.05,Stretching
9.01,9.4,32,34.91,Stretching
9.03,9.42,32.2,34.91,Stretching
9.04,9.43,32.1,35.05,Stretching
9.05,9.44,32.1,34.63,Stretching
9.06,9.45,32.1,34.91,Stretching
9.08,9.47,32,34.91,Stretching
9.09,9.48,32,34.91,Stretching
9.1,9.49,32.3,35.05,Stretching
9.12,9.5,32.5,35.05,Stretching
9.13,9.52,32.4,35.19,Stretching
9.14,9.53,32.5,35.19,Stretching
9.15,9.54,32.4,35.33,Stretching
9.16,9.56,32.4,35.19,Stretching
9.18,9.56,32.5,35.33,Stretching
9.19,9.57,32.6,35.33,Stretching
9.2,9.59,32.4,35.47,Stretching
9.21,9.6,32.4,35.47,Stretching
9.23,9.61,32.4,35.47,Stretching
9.24,9.63,32.6,35.47,Stretching
9.25,9.64,32.9,35.47,Stretching
9.26,9.65,32.8,35.33,Stretching
9.27,9.67,32.6,35.47,Stretching
9.29,9.68,32.9,35.47,Stretching
9.3,9.69,32.8,35.47,Stretching
9.31,9.7,32.7,35.61,Stretching
9.33,9.72,32.7,35.61,Stretching
9.34,9.73,33,35.76,Stretching
9.35,9.74,33.2,35.76,Stretching
9.36,9.76,33.2,35.9,Stretching
9.37,9.77,33.1,35.9,Stretching
9.39,9.78,33,35.76,Stretching
9.4,9.8,33.1,36.04,Stretching
9.41,9.81,33.2,35.9,Stretching
9.42,9.81,33.4,35.9,Stretching
9.44,9.83,33.2,36.19,Stretching
9.45,9.85,33.2,36.19,Stretching
9.46,9.85,33.4,36.04,Stretching
9.47,9.87,33.5,36.19,Stretching
9.48,9.89,33.7,36.04,Stretching
9.5,9.9,33.7,36.19,Stretching
9.51,9.91,33.5,36.19,Stretching
9.52,9.93,33.5,36.04,Stretching
9.53,9.94,33.8,36.19,Stretching
9.55,9.95,34,36.19,Stretching
9.56,9.97,33.9,36.04,Stretching
9.57,9.98,33.7,36.04,Stretching
9.58,9.99,33.8,36.19,Stretching
9.6,10.01,34.2,36.04,Stretching
9.61,10.02,34.3,36.33,Stretching
9.62,10.03,34,36.33,Stretching
9.63,10.05,34,36.33,Stretching
9.65,10.06,34.3,36.33,Stretching
9.66,10.06,34.3,36.47,Stretching
9.67,10.09,34.3,36.33,Stretching
9.68,10.1,34.4,36.62,Stretching
9.69,10.1,34.1,36.62,Stretching
9.71,10.12,34,36.62,Stretching
9.72,10.14,34.2,36.76,Stretching
9.73,10.15,34.2,36.76,Stretching
9.74,10.15,34.2,36.62,Stretching
9.76,10.18,34.3,36.76,Stretching
9.77,10.18,34.4,36.76,Stretching
9.78,10.19,34.7,36.76,Stretching
9.79,10.21,34.7,36.91,Stretching
9.81,10.23,34.6,36.91,Stretching
9.82,10.23,34.6,37.06,Stretching
9.83,10.25,34.6,37.2,Stretching
9.84,10.26,34.7,37.06,Stretching
9.85,10.27,34.9,37.2,Stretching
9.87,10.29,34.7,37.5,Stretching
9.88,10.3,35,37.2,Stretching
9.89,10.31,34.9,37.35,Stretching
9.9,10.33,34.9,37.65,Stretching
9.92,10.34,35,37.65,Stretching
9.93,10.35,35,37.5,Stretching
9.94,10.36,34.8,37.65,Stretching
9.95,10.38,35.1,37.65,Stretching
9.97,10.39,35.2,37.65,Stretching
9.98,10.4,35.4,37.65,Stretching
9.99,10.42,35.2,37.8,Stretching
10,10.43,34.9,37.65,Stretching
10.02,10.44,35.2,37.65,Stretching
10.03,10.46,35.3,37.65,Stretching
10.04,10.47,35.4,37.8,Stretching
10.05,10.48,35.3,37.8,Stretching
10.07,10.5,35.4,37.95,Stretching
10.08,10.51,35.6,37.8,Stretching
10.09,10.52,35.6,37.95,Stretching
10.1,10.53,35.5,37.95,Stretching
10.11,10.55,35.5,37.8,Stretching
10.13,10.56,35.6,38.1,Stretching
10.14,10.57,35.5,37.95,Stretching
10.15,10.59,35.6,38.1,Stretching
10.16,10.6,35.5,38.1,Stretching
10.18,10.61,35.7,37.95,Stretching
10.19,10.62,36,38.25,Stretching
10.2,10.64,36,37.95,Stretching
10.21,10.65,36.1,38.1,Stretching
10.23,10.66,36.1,38.25,Stretching
10.24,10.67,35.9,38.1,Stretching
10.25,10.69,36.1,38.25,Stretching
10.26,10.69,36.4,38.4,Stretching
10.28,10.71,36.4,38.55,Stretching
10.29,10.72,36.1,38.4,Stretching
10.3,10.73,36.4,38.1,Stretching
10.31,10.75,36.5,38.1,Stretching
10.32,10.76,36.4,38.4,Stretching
10.34,10.77,36.3,38.4,Stretching
10.35,10.78,36.3,38.4,Stretching
10.36,10.8,36.5,38.55,Stretching
10.37,10.81,36.4,38.4,Stretching
10.39,10.82,36.3,38.25,Stretching
10.4,10.84,36.5,38.25,Stretching
10.41,10.85,36.7,38.25,Stretching
10.42,10.86,36.8,38.1,Stretching
10.44,10.87,36.9,38.25,Stretching
10.45,10.89,36.9,38.4,Stretching
10.46,10.9,37,38.25,Stretching
10.47,10.91,36.8,38.4,Stretching
10.49,10.93,36.9,38.4,Stretching
10.5,10.94,37.2,38.4,Stretching
10.51,10.95,36.9,38.55,Stretching
10.52,10.97,36.9,38.55,Stretching
10.53,10.98,37.1,38.55,Stretching
10.55,10.99,37.1,38.4,Stretching
10.56,11,37.1,38.55,Stretching
10.57,11.02,37.3,38.55,Stretching
10.58,11.02,37.4,38.4,Stretching
10.6,11.04,37.4,38.55,Stretching
10.61,11.05,37.3,38.55,Stretching
10.62,11.06,37.3,38.55,Stretching
10.63,11.07,37.3,39.01,Stretching
10.65,11.09,37.3,38.86,Stretching
10.66,11.1,37.6,39.01,Stretching
10.67,11.11,37.4,39.01,Stretching
10.68,11.13,37.7,39.01,Stretching
10.69,11.14,37.4,39.01,Stretching
10.71,11.15,37.5,39.01,Stretching
10.72,11.17,37.6,39.32,Stretching
10.73,11.17,37.7,39.32,Stretching
10.74,11.19,37.5,39.32,Stretching
10.76,11.2,37.5,39.48,Stretching
10.77,11.22,37.9,39.32,Stretching
10.78,11.23,37.9,39.17,Stretching
10.79,11.24,37.7,39.32,Stretching
10.81,11.25,37.9,39.32,Stretching
10.82,11.27,37.9,39.32,Stretching
10.83,11.28,38.2,39.32,Stretching
10.84,11.29,38.3,39.32,Stretching
10.85,11.31,38.5,39.32,Stretching
10.87,11.32,38.4,39.17,Stretching
10.88,11.33,38.5,39.32,Stretching
10.89,11.34,38.5,39.32,Stretching
10.91,11.35,38.2,39.32,Stretching
10.92,11.37,38.4,39.17,Stretching
10.93,11.38,38.6,39.32,Stretching
10.94,11.4,38.8,39.32,Stretching
10.95,11.41,38.6,39.32,Stretching
10.97,11.42,38.6,39.32,Stretching
10.98,11.43,38.5,39.48,Stretching
10.99,11.44,38.5,39.48,Stretching
11,11.46,38.5,39.48,Stretching
11.01,11.47,38.5,39.48,Stretching
11.03,11.48,38.9,39.48,Stretching
11.04,11.5,39.1,39.95,Stretching
11.05,11.51,38.9,39.63,Stretching
11.06,11.52,38.8,39.48,Stretching
11.08,11.53,39,39.63,Stretching
11.09,11.55,38.9,39.63,Stretching
11.1,11.56,38.9,39.63,Stretching
11.11,11.57,39.3,39.79,Stretching
11.13,11.59,39.3,39.79,Stretching
11.14,11.6,39.3,39.79,Stretching
11.15,11.61,39.5,39.79,Stretching
11.16,11.62,39.3,39.95,Stretching
11.18,11.64,39.2,40.1,Stretching
11.19,11.65,39.2,39.79,Stretching
11.2,11.66,39.3,39.79,Stretching
11.21,11.67,39.5,39.79,Stretching
11.23,11.69,39.6,39.79,Stretching
11.24,11.69,39.5,39.95,Stretching
11.25,11.71,39.5,39.95,Stretching
11.26,11.73,39.5,39.95,Stretching
11.27,11.73,39.8,39.95,Stretching
11.29,11.75,39.7,40.1,Stretching
11.3,11.77,39.7,39.95,Stretching
11.31,11.77,40,39.95,Stretching
11.32,11.79,39.8,39.95,Stretching
11.34,11.81,39.8,40.1,Stretching
11.35,11.81,40.1,39.95,Stretching
11.36,11.82,39.9,40.1,Stretching
11.37,11.84,39.9,40.42,Stretching
11.39,11.85,40.1,40.26,Stretching
11.4,11.86,40.2,40.26,Stretching
11.41,11.88,40.3,40.26,Stretching
11.42,11.89,40.2,40.26,Stretching
11.44,11.9,40.1,40.26,Stretching
11.45,11.92,40.4,40.42,Stretching
11.46,11.93,40.5,40.58,Stretching
11.47,11.94,40.5,40.42,Stretching
11.48,11.96,40.2,40.58,Stretching
11.5,11.97,40.2,40.42,Stretching
11.51,11.98,40.4,40.42,Stretching
11.52,12,40.6,40.26,Stretching
11.53,12.01,40.7,40.42,Stretching
11.55,12.02,40.6,40.58,Stretching
11.56,12.03,40.5,40.58,Stretching
11.57,12.05,41,40.74,Stretching
11.58,12.06,41.2,40.74,Stretching
11.6,12.07,40.7,40.74,Stretching
11.61,12.09,40.9,40.74,Stretching
11.62,12.1,41.1,40.74,Stretching
11.63,12.11,40.9,40.58,Stretching
11.65,12.13,41.1,40.74,Stretching
11.66,12.13,41.3,40.58,Stretching
11.67,12.15,41.3,40.74,Stretching
11.68,12.16,41.2,40.9,Stretching
11.69,12.17,41.2,40.9,Stretching
11.71,12.18,41.1,40.9,Stretching
11.72,12.19,41.3,40.9,Stretching
11.73,12.21,41.4,40.9,Stretching
11.74,12.22,41.5,40.9,Stretching
11.76,12.23,41.4,40.9,Stretching
11.77,12.25,41.5,41.06,Stretching
11.78,12.26,41.7,41.06,Stretching
11.79,12.27,41.7,41.06,Stretching
11.81,12.28,41.6,40.9,Stretching
11.82,12.3,41.5,40.9,Stretching
11.83,12.31,41.8,40.9,Stretching
11.84,12.32,42,41.06,Stretching
11.85,12.34,41.9,41.06,Stretching
11.87,12.35,42.1,41.22,Stretching
11.88,12.36,41.9,41.22,Stretching
11.89,12.38,41.8,40.9,Stretching
11.9,12.39,42.1,41.06,Stretching
11.92,12.4,42.3,41.22,Stretching
11.93,12.42,42.3,41.06,Stretching
11.94,12.43,42.4,41.22,Stretching
11.95,12.44,42.1,41.22,Stretching
11.97,12.46,42.3,41.38,Stretching
11.98,12.47,42.3,41.38,Stretching
11.99,12.48,42.4,41.55,Stretching
12,12.5,42.4,41.38,Stretching
12.01,12.52,42.3,41.06,Stretching
12.03,12.52,42.5,41.06,Stretching
12.04,12.54,42.6,41.06,Stretching
12.05,12.55,42.5,41.38,Stretching
12.07,12.56,42.7,41.38,Stretching
12.08,12.57,42.9,41.38,Stretching
12.09,12.59,42.8,41.38,Stretching
12.1,12.6,42.6,41.55,Stretching
12.11,12.61,42.7,41.22,Stretching
12.13,12.63,42.8,41.22,Stretching
12.14,12.64,42.8,41.55,Stretching
12.15,12.65,43,41.55,Stretching
12.16,12.66,43,41.55,Stretching
12.18,12.68,43,41.71,Stretching
12.19,12.69,42.9,41.87,Stretching
12.2,12.69,43,41.87,Stretching
12.21,12.71,43.3,42.04,Stretching
12.22,12.73,43.2,41.87,Stretching
12.24,12.73,43.3,41.87,Stretching
12.25,12.75,43.7,41.87,Stretching
12.26,12.77,43.5,41.87,Stretching
12.28,12.77,43.4,41.87,Stretching
12.29,12.78,43.3,41.87,Stretching
12.3,12.8,43.4,41.87,Stretching
12.31,12.81,43.6,41.87,Stretching
12.32,12.82,43.6,41.87,Stretching
12.34,12.84,43.4,42.04,Stretching
12.35,12.85,43.5,41.87,Stretching
12.36,12.86,43.6,42.2,Stretching
12.37,12.88,43.8,42.2,Stretching
12.39,12.89,43.9,41.87,Stretching
12.4,12.9,43.9,42.04,Stretching
12.41,12.92,44,42.2,Stretching
12.42,12.93,44.2,42.2,Stretching
12.43,12.94,44.2,42.2,Stretching
12.45,12.96,44.3,42.2,Stretching
12.46,12.97,44.3,42.04,Stretching
12.47,12.98,44.3,42.04,Stretching
12.49,13,44.3,42.37,Stretching
12.5,13.01,44.3,42.04,Stretching
12.51,13.02,44.4,42.04,Stretching
12.52,13.03,44.5,42.54,Stretching
12.53,13.05,44.4,42.37,Stretching
12.55,13.06,44.3,42.37,Stretching
12.56,13.07,44.5,42.54,Stretching
12.57,13.09,44.6,42.54,Stretching
12.58,13.1,44.8,42.54,Stretching
12.6,13.11,44.6,42.37,Stretching
12.61,13.13,44.6,42.54,Stretching
12.62,13.14,44.9,42.54,Stretching
12.63,13.15,44.9,42.54,Stretching
12.64,13.16,45.1,42.2,Stretching
12.66,13.17,45,42.2,Stretching
12.67,13.19,44.9,42.37,Stretching
12.68,13.2,45.1,42.7,Stretching
12.69,13.21,45.1,42.37,Stretching
12.71,13.23,45.1,42.37,Stretching
12.72,13.24,45.4,42.87,Stretching
12.73,13.25,45.3,42.7,Stretching
12.74,13.27,45.2,42.7,Stretching
12.76,13.28,45.3,42.54,Stretching
12.77,13.29,45.4,43.04,Stretching
12.78,13.31,45.3,42.87,Stretching
12.79,13.32,45.2,43.21,Stretching
12.81,13.33,45.5,43.38,Stretching
12.82,13.34,45.9,43.38,Stretching
12.83,13.35,45.7,42.87,Stretching
12.84,13.37,45.6,43.21,Stretching
12.85,13.38,45.8,43.04,Stretching
12.87,13.4,45.8,43.04,Stretching
12.88,13.41,45.9,43.38,Stretching
12.89,13.42,45.9,43.21,Stretching
12.9,13.44,45.8,43.38,Stretching
12.92,13.45,45.9,43.04,Stretching
12.93,13.46,45.9,43.38,Stretching
12.94,13.48,46.3,42.7,Stretching
12.95,13.49,46.4,42.7,Stretching
12.97,13.5,46.4,42.87,Stretching
12.98,13.52,46.2,43.21,Stretching
12.99,13.53,46.1,43.04,Stretching
13,13.54,46.3,42.87,Stretching
13.01,13.56,46.5,43.04,Stretching
13.03,13.56,46.5,43.04,Stretching
13.04,13.57,46.3,43.21,Stretching
13.05,13.59,46.5,43.04,Stretching
13.06,13.6,46.6,42.87,Stretching
13.08,13.61,46.6,42.87,Stretching
13.09,13.63,47,43.04,Stretching
13.1,13.65,47.1,42.87,Stretching
13.11,13.65,46.9,42.87,Stretching
13.13,13.67,47,43.21,Stretching
13.14,13.68,47.2,43.21,Stretching
13.15,13.69,47.3,43.21,Stretching
13.16,13.71,47.4,43.04,Stretching
13.18,13.72,47.2,43.38,Stretching
13.19,13.73,46.9,43.38,Stretching
13.2,13.75,47,43.38,Stretching
13.21,13.76,47.3,43.55,Stretching
13.23,13.77,47.3,43.38,Stretching
13.24,13.78,47.3,43.55,Stretching
13.25,13.8,47.3,43.38,Stretching
13.26,13.81,47.4,43.55,Stretching
13.27,13.82,47.6,43.72,Stretching
13.29,13.84,47.6,43.72,Stretching
13.3,13.85,47.8,43.72,Stretching
13.31,13.86,47.8,43.55,Stretching
13.32,13.88,47.6,43.55,Stretching
13.34,13.89,47.6,43.55,Stretching
13.35,13.9,47.8,43.38,Stretching
13.36,13.92,48,43.55,Stretching
13.37,13.93,48.2,43.72,Stretching
13.39,13.94,48,43.72,Stretching
13.4,13.95,48,43.72,Stretching
13.41,13.97,48.2,43.89,Stretching
13.42,13.98,48.3,43.72,Stretching
13.43,14,48.5,43.72,Stretching
13.45,14.01,48.5,43.55,Stretching
13.46,14.02,48.3,43.38,Stretching
13.47,14.03,48.3,43.38,Stretching
13.48,14.05,48.4,43.38,Stretching
13.5,14.06,48.7,43.72,Stretching
13.51,14.07,48.7,43.55,Stretching
13.52,14.09,48.5,43.38,Stretching
13.53,14.1,48.5,43.72,Stretching
13.55,14.11,48.7,43.89,Stretching
13.56,14.13,48.9,43.72,Stretching
13.57,14.14,48.9,43.89,Stretching
13.58,14.15,48.6,43.72,Stretching
13.6,14.16,48.6,43.38,Stretching
13.61,14.18,48.7,43.38,Stretching
13.62,14.19,48.9,43.89,Stretching
13.63,14.2,48.9,43.89,Stretching
13.64,14.21,49,43.89,Stretching
13.66,14.23,49.1,43.89,Stretching
13.67,14.23,49.1,43.89,Stretching
13.68,14.25,49.2,44.24,Stretching
13.69,14.26,49.2,44.41,Stretching
13.71,14.27,49.5,44.24,Stretching
13.72,14.29,49.4,44.41,Stretching
13.73,14.3,49.4,44.24,Stretching
13.74,14.31,49.6,44.41,Stretching
13.76,14.33,49.7,44.58,Stretching
13.77,14.34,49.6,44.24,Stretching
13.78,14.35,49.5,44.24,Stretching
13.79,14.37,49.6,44.41,Stretching
13.81,14.38,49.6,44.41,Stretching
13.82,14.39,49.7,44.41,Stretching
13.83,14.4,49.8,44.58,Stretching
13.84,14.42,49.7,44.41,Stretching
13.85,14.43,49.9,44.93,Stretching
13.87,14.44,50,44.76,Stretching
13.88,14.46,50,44.76,Stretching
13.89,14.47,50.2,44.76,Stretching
13.9,14.48,50.2,44.93,Stretching
13.92,14.5,50.4,44.76,Stretching
13.93,14.51,50.3,44.76,Stretching
13.94,14.52,50.4,45.11,Stretching
13.95,14.54,50.5,44.93,Stretching
13.96,14.55,50.4,44.93,Stretching
13.98,14.56,50.4,44.93,Stretching
13.99,14.57,50.5,45.11,Stretching
14,14.59,50.4,44.41,Stretching
14.01,14.6,50.4,44.76,Stretching
14.03,14.61,50.5,44.76,Stretching
14.04,14.63,50.7,45.11,Stretching
14.05,14.64,50.7,44.93,Stretching
14.06,14.65,50.7,44.93,Stretching
14.08,14.66,50.7,45.11,Stretching
14.09,14.67,50.9,45.11,Stretching
14.1,14.69,50.8,45.11,Stretching
14.11,14.7,51,44.93,Stretching
14.12,14.71,51,45.11,Stretching
14.14,14.72,51.1,45.11,Stretching
14.15,14.73,51.3,45.11,Stretching
14.16,14.75,51.3,45.29,Stretching
14.17,14.76,51.4,45.11,Stretching
14.19,14.77,51.4,45.11,Stretching
14.2,14.78,51.5,44.93,Stretching
14.21,14.8,51.5,44.93,Stretching
14.22,14.81,51.5,44.41,Stretching
14.24,14.82,51.3,44.76,Stretching
14.25,14.84,51.5,44.93,Stretching
14.26,14.85,51.5,44.93,Stretching
14.27,14.86,51.5,44.93,Stretching
14.29,14.88,51.5,44.93,Stretching
14.3,14.89,51.6,44.58,Stretching
14.31,14.9,51.6,44.93,Stretching
14.32,14.92,51.8,44.93,Stretching
14.34,14.93,52.2,44.58,Stretching
14.35,14.94,52.3,44.93,Stretching
14.36,14.95,52.1,44.93,Stretching
14.37,14.97,52.1,45.11,Stretching
14.38,14.98,52.3,44.93,Stretching
14.4,14.99,52.4,45.11,Stretching
14.41,15.01,52.4,45.46,Stretching
14.42,15.02,52.3,45.29,Stretching
14.43,15.03,52.2,44.93,Stretching
14.45,15.05,52.4,45.29,Stretching
14.46,15.06,52.6,45.11,Stretching
14.47,15.07,52.6,45.11,Stretching
14.48,15.09,52.6,45.11,Stretching
14.5,15.1,52.7,44.76,Stretching
14.51,15.1,52.7,45.11,Stretching
14.52,15.12,52.7,45.46,Stretching
14.53,15.14,52.9,45.46,Stretching
14.55,15.15,52.8,45.46,Stretching
14.56,15.15,52.7,45.11,Stretching
14.57,15.17,52.8,44.93,Stretching
14.58,15.18,52.9,44.93,Stretching
14.59,15.19,53,45.29,Stretching
14.61,15.21,53,45.29,Stretching
14.62,15.22,53.2,45.11,Stretching
14.63,15.23,53.3,45.11,Stretching
14.64,15.25,53.4,45.29,Stretching
14.66,15.26,53.3,45.46,Stretching
14.67,15.27,53.5,45.64,Stretching
14.68,15.28,53.3,45.46,Stretching
14.69,15.3,53.6,45.64,Stretching
14.71,15.31,54,45.64,Stretching
14.72,15.32,53.8,45.46,Stretching
14.73,15.34,53.7,45.64,Stretching
14.74,15.35,53.7,45.46,Stretching
14.75,15.36,53.8,45.29,Stretching
14.77,15.38,53.9,45.46,Stretching
14.78,15.39,54.1,45.46,Stretching
14.79,15.4,54.1,45.64,Stretching
14.8,15.42,54.3,45.46,Stretching
14.82,15.43,54.2,45.64,Stretching
14.83,15.44,53.8,45.82,Stretching
14.84,15.46,53.8,46.18,Stretching
14.85,15.47,54,45.46,Stretching
14.87,15.48,54.2,45.11,Stretching
14.88,15.5,54.4,45.11,Stretching
14.89,15.51,54.4,45.11,Stretching
14.9,15.52,54.3,45.46,Stretching
14.92,15.53,54.3,45.29,Stretching
14.93,15.54,54.4,45.46,Stretching
14.94,15.56,54.6,45.29,Stretching
14.95,15.57,54.7,45.46,Stretching
14.96,15.58,54.8,45.29,Stretching
14.98,15.6,54.9,45.46,Stretching
14.99,15.61,54.9,45.46,Stretching
15,15.62,55.1,45.46,Stretching
15.01,15.63,55.1,45.82,Stretching
15.03,15.65,55.2,46.36,Stretching
15.04,15.65,55.1,45.64,Stretching
15.05,15.67,55.1,45.64,Stretching
15.06,15.69,55.2,45.64,Stretching
15.08,15.69,55.4,46,Stretching
15.09,15.71,55.4,46.18,Stretching
15.1,15.72,55.2,46.36,Stretching
15.11,15.73,55.4,46.18,Stretching
15.12,15.75,55.5,46.36,Stretching
15.14,15.76,55.6,46.18,Stretching
15.15,15.77,55.6,46,Stretching
15.16,15.78,55.7,45.64,Stretching
15.17,15.8,55.8,45.82,Stretching
15.19,15.81,55.8,46,Stretching
15.2,15.82,55.6,46.18,Stretching
15.21,15.84,55.7,46.18,Stretching
15.22,15.85,55.7,46.18,Stretching
15.24,15.85,55.8,46.18,Stretching
15.25,15.87,55.8,46.18,Stretching
15.26,15.89,55.7,46.36,Stretching
15.27,15.9,55.9,46.54,Stretching
15.28,15.91,56.1,46.18,Stretching
15.3,15.93,56.2,46.54,Stretching
15.31,15.94,56.2,46.91,Stretching
15.32,15.95,56.2,46.73,Stretching
15.33,15.97,56,46.54,Stretching
15.35,15.98,56.3,46.91,Stretching
15.36,15.98,56.3,46.91,Stretching
15.37,16,56.2,46.91,Stretching
15.38,16.01,56.1,46.91,Stretching
15.4,16.02,56.5,46.73,Stretching
15.41,16.03,56.7,47.09,Stretching
15.42,16.03,56.6,47.09,Stretching
15.43,16.03,56.3,46.91,Stretching
15.44,16.03,56.2,46.73,Stretching
15.46,16.03,56.3,46.54,Stretching
15.47,16.03,56.2,46.54,Stretching
15.48,16.03,56,46.54,Stretching
15.49,16.03,55.6,46.73,Stretching
15.51,16.03,55.7,46.54,Stretching
15.52,16.03,55.6,46.91,Stretching
15.53,16.03,55.5,46.73,Stretching
15.54,16.03,55.5,47.28,Stretching
15.56,16.03,55.6,47.09,Stretching
15.57,16.03,55.5,47.09,Stretching
15.58,16.03,55.5,46.91,Stretching
15.59,16.03,55.7,46.91,Stretching
15.61,16.03,55.6,47.09,Stretching
15.62,16.03,55.2,47.28,Stretching
15.63,16.03,55.2,47.09,Stretching
15.64,16.03,55.3,47.09,Stretching
15.66,16.03,55.3,46.91,Stretching
15.67,16.03,55.2,46.91,Stretching
15.68,16.03,55.2,46.73,Stretching
15.69,16.03,55.3,46.73,Stretching
15.7,16.03,55.2,46.91,Stretching
15.72,16.03,55.4,46.54,Stretching
15.73,16.03,55.1,46.91,Stretching
15.74,16.03,54.9,46.91,Stretching
15.75,16.03,54.9,46.91,Stretching
15.77,16.03,55,46.91,Stretching
15.78,16.03,54.8,46.91,Stretching
15.79,16.03,54.7,47.09,Stretching
15.8,16.03,54.8,47.09,Stretching
15.82,16.03,54.7,46.91,Stretching
15.83,16.03,54.6,46.91,Stretching
15.84,16.03,54.8,46.73,Stretching
15.85,16.03,54.7,46.73,Stretching
15.87,16.03,54.4,46.73,Stretching
15.88,16.03,54.6,46.73,Stretching
15.89,16.03,54.4,46.91,Stretching
15.9,16.03,54.4,46.73,Stretching
15.91,16.03,54.4,46.91,Stretching
15.93,16.03,54.5,46.91,Stretching
15.94,16.03,54.4,46.73,Stretching
15.95,16.03,54.2,46.91,Stretching
15.96,16.03,54.2,46.36,Stretching
15.98,16.03,54.5,46.73,Stretching
16,16.03,54.2,46.73,Relaxing
16,16.02,54.1,46.73,Relaxing
16.01,16.02,54.2,46.73,Relaxing
16.03,16,53.9,46.73,Relaxing
16.04,15.99,53.7,46.91,Relaxing
16.05,15.98,53.7,46.73,Relaxing
16.06,15.97,53.5,46.73,Relaxing
16.08,15.96,53.1,46.91,Relaxing
16.09,15.94,52.9,46.73,Relaxing
16.1,15.94,53,46.73,Relaxing
16.11,15.92,52.8,46.73,Relaxing
16.12,15.9,52.5,46.73,Relaxing
16.14,15.9,52.5,46.73,Relaxing
16.15,15.88,52.3,46.73,Relaxing
16.16,15.87,52,46.73,Relaxing
16.17,15.85,52,46.73,Relaxing
16.19,15.84,52.1,46.73,Relaxing
16.2,15.83,51.9,46.54,Relaxing
16.21,15.81,51.3,46.54,Relaxing
16.22,15.81,51.2,46.36,Relaxing
16.24,15.79,51.2,46.54,Relaxing
16.25,15.78,51.2,46.36,Relaxing
16.26,15.77,51.2,45.82,Relaxing
16.27,15.76,51.1,46.18,Relaxing
16.28,15.75,50.9,46,Relaxing
16.3,15.73,50.6,46.18,Relaxing
16.31,15.72,50.6,46.36,Relaxing
16.32,15.71,50.5,46.73,Relaxing
16.33,15.69,50.4,46.18,Relaxing
16.35,15.68,50.1,46.36,Relaxing
16.36,15.67,49.8,46.54,Relaxing
16.37,15.65,49.7,46.54,Relaxing
16.38,15.65,50,46.54,Relaxing
16.4,15.64,50.1,46.54,Relaxing
16.41,15.62,49.7,46.54,Relaxing
16.42,15.6,49.5,46.54,Relaxing
16.43,15.6,49.4,46.54,Relaxing
16.44,15.58,49,46.36,Relaxing
16.46,15.56,49,46.36,Relaxing
16.47,15.56,48.9,46.18,Relaxing
16.48,15.55,49,46,Relaxing
16.5,15.53,48.9,46.36,Relaxing
16.51,15.52,48.6,46.36,Relaxing
16.52,15.51,48.3,46.36,Relaxing
