Time,Displacement,Tension,Resistance,Stutus
75.96,12.46,39.4,42.37,Stretching
75.97,12.47,39.4,42.54,Stretching
75.98,12.48,39.5,42.54,Stretching
75.99,12.5,39.5,42.37,Stretching
76.01,12.51,39.6,42.87,Stretching
76.02,12.52,39.9,42.87,Stretching
76.03,12.53,39.8,42.87,Stretching
76.04,12.55,39.7,42.87,Stretching
76.06,12.56,39.8,43.04,Stretching
76.07,12.57,39.8,42.87,Stretching
76.08,12.59,39.7,43.04,Stretching
76.09,12.6,39.9,42.87,Stretching
76.11,12.61,40.1,42.87,Stretching
76.12,12.62,40,43.04,Stretching
76.13,12.64,40.1,43.04,Stretching
76.14,12.65,39.9,43.04,Stretching
76.16,12.66,40,43.21,Stretching
76.17,12.68,40,43.04,Stretching
76.18,12.69,40.2,42.87,Stretching
76.19,12.69,40.3,43.21,Stretching
76.2,12.71,40.2,43.04,Stretching
76.22,12.73,40.3,43.04,Stretching
76.23,12.73,40.3,43.21,Stretching
76.24,12.75,40.2,43.38,Stretching
76.25,12.76,40.4,43.38,Stretching
76.27,12.77,40.7,43.38,Stretching
76.28,12.78,40.6,43.38,Stretching
76.29,12.8,40.6,43.55,Stretching
76.3,12.81,40.8,43.72,Stretching
76.32,12.82,40.8,43.72,Stretching
76.33,12.84,40.9,43.55,Stretching
76.34,12.85,40.9,43.72,Stretching
76.35,12.86,40.8,43.55,Stretching
76.36,12.88,40.8,43.55,Stretching
76.38,12.89,40.9,43.55,Stretching
76.39,12.9,40.9,43.38,Stretching
76.4,12.92,40.9,43.38,Stretching
76.41,12.93,41.1,43.38,Stretching
76.43,12.94,41.1,43.55,Stretching
76.44,12.96,41.1,43.55,Stretching
76.45,12.97,41.2,43.55,Stretching
76.46,12.98,41.1,43.38,Stretching
76.48,13,41.1,43.55,Stretching
76.49,13.01,41.2,43.55,Stretching
76.5,13.02,41.1,43.55,Stretching
76.51,13.03,41.2,43.55,Stretching
76.53,13.05,41.7,43.55,Stretching
76.54,13.06,41.7,43.72,Stretching
76.55,13.07,41.8,43.89,Stretching
76.56,13.09,41.8,44.06,Stretching
76.58,13.1,41.8,44.06,Stretching
76.59,13.11,42,43.72,Stretching
76.6,13.13,41.8,43.89,Stretching
76.61,13.14,41.8,43.72,Stretching
76.62,13.15,42.1,43.72,Stretching
76.64,13.17,42.2,43.72,Stretching
76.65,13.17,42.2,43.55,Stretching
76.66,13.19,41.8,43.89,Stretching
76.67,13.2,42,43.89,Stretching
76.69,13.21,42.1,44.06,Stretching
76.7,13.23,42.1,44.06,Stretching
76.71,13.24,42.4,44.06,Stretching
76.72,13.25,42,43.89,Stretching
76.73,13.27,41.9,44.24,Stretching
76.75,13.27,42.5,43.89,Stretching
76.76,13.29,42.5,43.72,Stretching
76.77,13.31,42.3,44.06,Stretching
76.78,13.31,42.5,44.06,Stretching
76.8,13.33,42.3,44.24,Stretching
76.81,13.34,42.5,44.41,Stretching
76.82,13.35,42.8,44.06,Stretching
76.83,13.37,42.9,44.41,Stretching
76.85,13.38,42.8,44.24,Stretching
76.86,13.4,42.8,44.06,Stretching
76.87,13.41,42.8,44.41,Stretching
76.88,13.42,42.9,44.24,Stretching
76.9,13.44,43,44.41,Stretching
76.91,13.45,43,44.58,Stretching
76.92,13.46,43,43.89,Stretching
76.93,13.48,42.9,43.89,Stretching
76.94,13.49,43,44.06,Stretching
76.96,13.5,43.3,44.24,Stretching
76.97,13.51,43.6,44.58,Stretching
76.98,13.53,43.3,44.41,Stretching
76.99,13.54,43.1,44.58,Stretching
77.01,13.56,43.2,44.41,Stretching
77.02,13.56,43.1,44.41,Stretching
77.03,13.57,43.3,44.41,Stretching
77.04,13.59,43.6,44.58,Stretching
77.06,13.6,43.4,44.58,Stretching
77.07,13.61,43.4,44.58,Stretching
77.08,13.63,43.5,44.58,Stretching
77.09,13.65,43.9,44.76,Stretching
77.11,13.65,43.8,43.89,Stretching
77.12,13.67,43.8,43.72,Stretching
77.13,13.68,43.7,43.72,Stretching
77.14,13.69,43.8,44.24,Stretching
77.15,13.71,44.2,44.58,Stretching
77.17,13.72,44.3,44.93,Stretching
77.18,13.73,44,44.41,Stretching
77.19,13.74,44.2,44.58,Stretching
77.2,13.76,44.4,44.41,Stretching
77.22,13.77,44.2,44.24,Stretching
77.23,13.78,44.3,44.24,Stretching
77.24,13.8,44.3,44.58,Stretching
77.25,13.81,44.4,45.29,Stretching
77.27,13.82,44.5,44.93,Stretching
77.28,13.84,44.6,45.29,Stretching
77.29,13.85,44.6,44.93,Stretching
77.3,13.86,44.5,44.93,Stretching
77.32,13.88,44.4,45.11,Stretching
77.33,13.89,44.7,45.29,Stretching
77.34,13.9,44.8,45.29,Stretching
77.35,13.92,44.7,45.29,Stretching
77.36,13.93,45,45.11,Stretching
77.38,13.94,45.1,45.11,Stretching
77.39,13.96,45.1,45.29,Stretching
77.4,13.97,45,44.93,Stretching
77.41,13.98,45.2,45.29,Stretching
77.43,14,45.3,45.46,Stretching
77.44,14.01,45.3,45.11,Stretching
77.45,14.02,45.1,45.11,Stretching
77.46,14.03,45.1,45.11,Stretching
77.48,14.05,45.3,45.11,Stretching
77.49,14.06,45.5,45.11,Stretching
77.5,14.07,45.5,45.11,Stretching
77.51,14.09,45.5,44.58,Stretching
77.52,14.1,45.3,45.11,Stretching
77.54,14.11,45.3,45.29,Stretching
77.55,14.13,45.4,45.29,Stretching
77.56,14.14,45.3,45.64,Stretching
77.58,14.15,45.6,45.29,Stretching
77.59,14.16,45.8,45.46,Stretching
77.6,14.18,45.9,45.46,Stretching
77.61,14.19,45.8,45.64,Stretching
77.62,14.2,45.9,46.18,Stretching
77.64,14.22,46,46.18,Stretching
77.65,14.23,45.9,45.82,Stretching
77.66,14.23,45.9,45.82,Stretching
77.67,14.25,46,45.64,Stretching
77.69,14.27,46.1,45.46,Stretching
77.7,14.27,46,45.64,Stretching
77.71,14.29,46,45.64,Stretching
77.72,14.3,46,45.82,Stretching
77.73,14.31,46.2,45.64,Stretching
77.75,14.32,46.4,45.46,Stretching
77.76,14.34,46.4,45.46,Stretching
77.77,14.35,46.5,45.64,Stretching
77.78,14.36,46.4,45.82,Stretching
77.8,14.38,46.6,45.64,Stretching
77.81,14.39,46.7,45.64,Stretching
77.82,14.4,46.5,46,Stretching
77.83,14.42,46.8,45.46,Stretching
77.85,14.43,46.8,46,Stretching
77.86,14.44,47.1,45.64,Stretching
77.87,14.46,46.9,45.46,Stretching
77.88,14.47,46.8,45.29,Stretching
77.9,14.48,46.7,45.82,Stretching
77.91,14.5,46.7,45.82,Stretching
77.92,14.51,46.7,46,Stretching
77.93,14.52,47.1,46,Stretching
77.94,14.53,47.1,46,Stretching
77.96,14.55,47,46.54,Stretching
77.97,14.56,47.1,46.73,Stretching
77.98,14.57,47.2,46.36,Stretching
77.99,14.59,47.1,46.36,Stretching
78.01,14.6,47.2,46.36,Stretching
78.02,14.61,47.4,46.36,Stretching
78.03,14.63,47.7,46.54,Stretching
78.04,14.64,47.7,46.91,Stretching
78.06,14.65,47.6,46.54,Stretching
78.07,14.66,47.5,46.73,Stretching
78.08,14.67,47.5,47.09,Stretching
78.09,14.69,47.9,46.54,Stretching
78.11,14.7,48.1,46.73,Stretching
78.12,14.71,47.9,46.91,Stretching
78.13,14.73,47.8,47.09,Stretching
78.14,14.74,48,46.91,Stretching
78.15,14.75,48,46.91,Stretching
78.17,14.76,48.2,46.91,Stretching
78.18,14.77,48.3,46.91,Stretching
78.19,14.78,48.3,46.91,Stretching
78.2,14.8,48.4,46.73,Stretching
78.22,14.81,48.6,46.73,Stretching
78.23,14.82,48.2,46.91,Stretching
78.24,14.84,48.2,46.54,Stretching
78.25,14.85,48.5,46.18,Stretching
78.27,14.86,48.7,46.18,Stretching
78.28,14.88,48.7,46.36,Stretching
78.29,14.89,48.6,46.36,Stretching
78.3,14.9,48.9,46.54,Stretching
78.31,14.92,48.8,46.18,Stretching
78.33,14.93,49,46.36,Stretching
78.34,14.94,49.2,46.36,Stretching
78.35,14.95,49.3,46.54,Stretching
78.36,14.97,49.2,46.54,Stretching
78.38,14.98,48.9,46.73,Stretching
78.39,14.99,48.7,46.73,Stretching
78.4,15.01,-47.4,46.91,Stretching
78.41,15.02,49.2,46.18,Stretching
78.47,15.08,49.3,46.36,Stretching
78.48,15.1,49.4,45.82,Stretching
78.5,15.1,49.5,45.82,Stretching
78.51,15.11,49.4,46.18,Stretching
78.52,15.13,49.4,46.18,Stretching
78.53,15.14,49.8,46.18,Stretching
78.55,15.15,50,46.36,Stretching
78.56,15.17,50,46.36,Stretching
78.57,15.18,49.7,46.73,Stretching
78.58,15.19,49.7,46.36,Stretching
78.6,15.21,49.8,46.54,Stretching
78.61,15.22,50.1,46.54,Stretching
78.62,15.23,50.1,46.18,Stretching
78.63,15.25,49.9,46.18,Stretching
78.65,15.26,49.9,46,Stretching
78.66,15.27,50.1,46.18,Stretching
78.67,15.28,50.1,46,Stretching
78.68,15.3,50.4,45.29,Stretching
78.69,15.31,50.6,45.11,Stretching
78.71,15.32,50.6,44.93,Stretching
78.72,15.34,50.7,46.18,Stretching
78.73,15.35,50.5,45.82,Stretching
78.74,15.36,50.3,46.54,Stretching
78.76,15.38,50.4,45.64,Stretching
78.77,15.39,51,45.64,Stretching
78.78,15.4,51,45.46,Stretching
78.79,15.42,50.6,45.46,Stretching
78.81,15.43,50.8,46.36,Stretching
78.82,15.44,51.1,46.18,Stretching
78.83,15.45,51,46.36,Stretching
78.84,15.46,51,46.18,Stretching
78.85,15.48,50.9,46,Stretching
78.87,15.49,50.9,46.18,Stretching
78.88,15.51,51.2,46.36,Stretching
78.89,15.52,51.4,46.36,Stretching
78.9,15.53,51.3,46.18,Stretching
78.92,15.54,51.3,46.36,Stretching
78.93,15.56,51.4,46.18,Stretching
78.94,15.57,51.6,46.36,Stretching
78.95,15.58,51.6,46.36,Stretching
78.97,15.59,51.6,46.18,Stretching
78.98,15.6,51.4,46.36,Stretching
78.99,15.62,51.4,46.54,Stretching
79,15.63,51.8,46.36,Stretching
79.02,15.64,52.1,46.54,Stretching
79.03,15.65,52.2,46.73,Stretching
79.04,15.67,52,46.36,Stretching
79.05,15.68,52.1,46.73,Stretching
79.06,15.69,52.1,46.73,Stretching
79.08,15.71,52.2,46.36,Stretching
79.09,15.72,52.5,46.36,Stretching
79.1,15.73,52.3,46.54,Stretching
79.11,15.75,52.1,46,Stretching
79.13,15.76,52.3,46,Stretching
79.14,15.77,52.5,46.36,Stretching
79.15,15.78,52.6,46.36,Stretching
79.16,15.8,52.5,46.18,Stretching
79.18,15.81,52.5,46.18,Stretching
79.19,15.82,52.6,46.73,Stretching
79.2,15.83,52.7,46.73,Stretching
79.21,15.85,52.8,47.09,Stretching
79.23,15.85,52.7,46.73,Stretching
79.24,15.87,52.7,46.36,Stretching
79.25,15.89,52.9,46,Stretching
79.26,15.9,53.1,46.73,Stretching
79.27,15.91,52.9,46.54,Stretching
79.29,15.92,53,46.73,Stretching
79.3,15.94,53,46.91,Stretching
79.31,15.94,52.9,46.91,Stretching
79.33,15.96,53.1,46.73,Stretching
79.34,15.98,53.3,46.73,Stretching
79.35,15.98,53.4,46.54,Stretching
79.36,16,53.3,46.54,Stretching
79.37,16.01,53.4,47.09,Stretching
79.39,16.02,53.5,47.09,Stretching
79.4,16.04,53.7,47.09,Stretching
79.41,16.03,53.8,47.09,Stretching
79.42,16.03,53.7,46.73,Stretching
79.44,16.03,53.8,46.73,Stretching
79.45,16.03,53.5,46.54,Stretching
79.46,16.03,53.3,46.73,Stretching
79.47,16.03,53.2,46.91,Stretching
79.48,16.03,53.1,47.28,Stretching
79.5,16.03,53.1,46.73,Stretching
79.51,16.03,53.1,46.73,Stretching
79.52,16.03,52.7,46.36,Stretching
79.53,16.03,52.6,46.36,Stretching
79.55,16.03,52.7,46.18,Stretching
79.56,16.03,52.7,46.54,Stretching
79.57,16.03,52.7,46.54,Stretching
79.58,16.03,52.8,46.73,Stretching
79.6,16.03,52.9,46.91,Stretching
79.61,16.03,52.9,47.09,Stretching
79.62,16.03,52.8,47.09,Stretching
79.63,16.03,52.6,46.73,Stretching
79.65,16.03,52.4,46.73,Stretching
79.66,16.03,52.4,46.73,Stretching
79.67,16.03,52.4,46.54,Stretching
79.68,16.03,52.2,46.91,Stretching
79.69,16.03,52.3,46.73,Stretching
79.71,16.03,52.4,46.54,Stretching
79.72,16.03,52.3,46.73,Stretching
79.73,16.03,52.1,46.91,Stretching
79.74,16.03,52.3,46.91,Stretching
79.76,16.03,52.3,46.91,Stretching
79.77,16.03,52,46.91,Stretching
79.78,16.03,51.9,46.73,Stretching
79.79,16.03,52.1,46.73,Stretching
79.8,16.03,52.2,46.73,Stretching
79.82,16.03,52,46.91,Stretching
79.83,16.03,51.9,46.91,Stretching
79.84,16.03,51.9,47.09,Stretching
79.86,16.03,51.5,47.09,Stretching
79.87,16.03,51.7,47.28,Stretching
79.88,16.03,52,47.09,Stretching
79.89,16.03,52.1,47.09,Stretching
79.9,16.03,51.8,47.09,Stretching
79.92,16.03,51.6,47.28,Stretching
79.93,16.03,51.7,47.28,Stretching
79.94,16.03,51.8,47.28,Stretching
79.95,16.03,51.8,47.28,Stretching
79.97,16.03,51.5,47.28,Stretching
79.98,16.03,51.6,47.46,Stretching
80,16.03,51.5,47.28,Relaxing
80,16.03,51.5,47.28,Relaxing
80.01,16.02,51.5,47.28,Relaxing
80.03,16.01,51.5,47.28,Relaxing
80.04,16,51.4,47.28,Relaxing
80.05,15.98,51.1,47.09,Relaxing
80.06,15.98,50.9,47.09,Relaxing
80.08,15.96,50.8,47.09,Relaxing
80.09,15.95,50.8,47.28,Relaxing
80.1,15.94,50.6,47.46,Relaxing
80.11,15.92,50.2,47.46,Relaxing
80.13,15.91,50.1,47.46,Relaxing
80.14,15.9,49.9,47.46,Relaxing
80.15,15.88,50,47.46,Relaxing
80.16,15.87,49.9,47.46,Relaxing
80.18,15.85,49.8,47.46,Relaxing
80.19,15.84,49.4,47.46,Relaxing
80.2,15.83,49.4,47.46,Relaxing
80.21,15.82,49.4,47.28,Relaxing
80.22,15.81,49,47.46,Relaxing
80.24,15.79,48.8,47.46,Relaxing
80.25,15.78,48.6,47.65,Relaxing
80.26,15.77,48.7,47.46,Relaxing
80.27,15.76,48.5,47.46,Relaxing
80.29,15.75,48.2,47.46,Relaxing
80.3,15.73,48.4,47.28,Relaxing
80.31,15.72,48.4,47.28,Relaxing
80.33,15.71,48.1,47.28,Relaxing
80.34,15.69,47.9,46.91,Relaxing
80.35,15.68,47.9,46.91,Relaxing
80.36,15.67,47.6,47.09,Relaxing
80.37,15.66,47.3,46.91,Relaxing
80.39,15.65,47.3,47.09,Relaxing
80.4,15.64,46.9,47.28,Relaxing
80.41,15.62,47,47.09,Relaxing
80.42,15.6,47.3,47.09,Relaxing
80.43,15.6,47,47.09,Relaxing
80.45,15.59,46.9,47.09,Relaxing
80.46,15.57,46.8,47.28,Relaxing
80.47,15.56,46.6,47.28,Relaxing
80.48,15.55,46.7,47.28,Relaxing
80.5,15.53,46.6,47.09,Relaxing
80.51,15.52,46.2,47.09,Relaxing
80.52,15.51,46.1,46.73,Relaxing
80.53,15.5,46,46.91,Relaxing
80.55,15.48,46.1,46.91,Relaxing
80.56,15.47,46.1,46.36,Relaxing
80.57,15.46,46.4,46.73,Relaxing
80.58,15.44,46.1,46.73,Relaxing
80.6,15.43,45.9,47.09,Relaxing
80.61,15.42,45.6,46.54,Relaxing
80.62,15.4,45.4,46.73,Relaxing
80.63,15.39,45.3,46.36,Relaxing
80.65,15.38,45.2,46.36,Relaxing
80.66,15.36,45.4,46.54,Relaxing
80.67,15.35,45.2,47.09,Relaxing
80.68,15.34,45.2,47.09,Relaxing
80.69,15.32,45,47.09,Relaxing
80.71,15.31,45,46.91,Relaxing
80.72,15.3,44.8,46.91,Relaxing
80.73,15.28,44.5,47.09,Relaxing
80.74,15.27,44.5,47.09,Relaxing
80.76,15.26,44.5,47.09,Relaxing
80.77,15.25,44.2,46.73,Relaxing
80.78,15.23,44,46.73,Relaxing
80.79,15.23,44.1,46.91,Relaxing
80.81,15.21,44,47.28,Relaxing
80.82,15.19,43.9,46.91,Relaxing
80.83,15.19,43.9,46.91,Relaxing
80.84,15.18,43.9,46.91,Relaxing
80.85,15.16,43.5,47.09,Relaxing
80.87,15.15,43.3,47.09,Relaxing
80.88,15.14,43.3,47.28,Relaxing
80.89,15.12,43.3,47.46,Relaxing
80.9,15.11,43.2,47.28,Relaxing
80.92,15.1,42.9,47.09,Relaxing
80.93,15.08,42.8,47.28,Relaxing
80.94,15.07,42.8,47.09,Relaxing
80.95,15.06,42.9,47.09,Relaxing
80.97,15.04,42.8,46.91,Relaxing
80.98,15.03,42.9,46.91,Relaxing
80.99,15.02,42.9,46.91,Relaxing
81,15.01,42.7,47.09,Relaxing
81.02,15,42.7,47.09,Relaxing
81.03,14.98,42.7,46.91,Relaxing
81.04,14.97,42.5,47.83,Relaxing
81.05,14.96,42.3,48.02,Relaxing
81.06,14.94,42.1,48.21,Relaxing
81.08,14.93,42.1,48.21,Relaxing
81.09,14.92,42,48.02,Relaxing
81.1,14.9,42,48.02,Relaxing
81.11,14.89,41.8,48.02,Relaxing
81.13,14.88,41.8,48.02,Relaxing
81.14,14.86,41.6,48.02,Relaxing
81.15,14.85,41.7,47.83,Relaxing
81.16,14.84,41.5,48.02,Relaxing
81.18,14.83,41.4,48.21,Relaxing
81.19,14.81,41.4,48.02,Relaxing
81.2,14.8,41.2,48.21,Relaxing
81.21,14.79,41.1,48.21,Relaxing
81.23,14.77,41.2,48.21,Relaxing
81.24,14.76,41,48.21,Relaxing
81.25,14.75,41,48.02,Relaxing
81.26,14.73,40.8,47.46,Relaxing
81.27,14.73,40.6,47.46,Relaxing
81.29,14.72,40.6,47.46,Relaxing
81.3,14.7,40.5,47.46,Relaxing
81.31,14.69,40.6,47.46,Relaxing
81.32,14.68,40.6,47.46,Relaxing
81.34,14.67,40.6,47.46,Relaxing
81.35,14.65,40.4,47.46,Relaxing
81.36,14.64,40.1,47.28,Relaxing
81.37,14.63,40.2,47.46,Relaxing
81.39,14.61,40,47.46,Relaxing
81.4,14.6,40,47.28,Relaxing
81.41,14.59,40,47.09,Relaxing
81.42,14.57,39.8,47.09,Relaxing
81.44,14.56,39.8,47.09,Relaxing
81.45,14.55,39.6,47.09,Relaxing
81.46,14.53,39.4,46.91,Relaxing
81.47,14.52,39.5,47.09,Relaxing
81.48,14.52,39.7,47.09,Relaxing
81.5,14.5,39.5,47.28,Relaxing
81.51,14.48,39.6,46.73,Relaxing
81.52,14.47,39.7,47.09,Relaxing
81.53,14.46,39.4,47.09,Relaxing
81.55,14.44,39.2,46.91,Relaxing
81.56,14.44,39.2,46.73,Relaxing
81.57,14.42,39.2,46.91,Relaxing
81.58,14.4,39,46.91,Relaxing
81.6,14.4,38.9,46.91,Relaxing
81.61,14.38,38.7,47.09,Relaxing
81.62,14.36,38.6,46.91,Relaxing
81.63,14.35,38.6,46.73,Relaxing
81.65,14.34,38.6,46.36,Relaxing
81.66,14.32,38.5,47.09,Relaxing
81.67,14.31,38.4,46.73,Relaxing
81.68,14.31,38.2,46.73,Relaxing
81.69,14.28,38.4,46.73,Relaxing
81.71,14.27,38.3,46.91,Relaxing
81.72,14.26,38,46.73,Relaxing
81.73,14.25,37.8,46.91,Relaxing
81.74,14.23,37.9,46.91,Relaxing
81.76,14.23,37.7,46.91,Relaxing
81.77,14.21,37.8,46.91,Relaxing
81.78,14.2,38,46.91,Relaxing
81.79,14.19,37.9,46.54,Relaxing
81.81,14.18,37.8,47.28,Relaxing
81.82,14.16,37.7,46.91,Relaxing
81.83,14.15,37.4,47.09,Relaxing
81.84,14.14,37.3,46.91,Relaxing
81.85,14.12,37.5,47.09,Relaxing
81.87,14.11,37.4,46.91,Relaxing
81.88,14.1,37.3,46.91,Relaxing
81.89,14.09,37.1,46.91,Relaxing
81.9,14.07,37.1,46.91,Relaxing
81.92,14.06,37,46.91,Relaxing
81.93,14.05,37.1,46.73,Relaxing
81.94,14.03,37.2,46.91,Relaxing
81.95,14.02,36.7,46.54,Relaxing
81.97,14.01,36.6,46.54,Relaxing
81.98,14,36.5,46.73,Relaxing
81.99,13.98,36.6,46.36,Relaxing
82,13.97,36.5,46.73,Relaxing
82.02,13.96,36.4,46.73,Relaxing
82.03,13.94,36.4,46.54,Relaxing
82.04,13.93,36.3,46.73,Relaxing
82.05,13.92,36.4,46.54,Relaxing
82.06,13.9,36.2,46.36,Relaxing
82.08,13.89,36.1,46.54,Relaxing
82.09,13.88,36.1,46.54,Relaxing
82.1,13.86,35.9,46.36,Relaxing
82.11,13.85,35.9,46.91,Relaxing
82.13,13.84,36,47.09,Relaxing
82.14,13.82,35.9,46.36,Relaxing
82.15,13.81,35.9,46.36,Relaxing
82.16,13.8,36,46.18,Relaxing
82.18,13.78,36.1,46.18,Relaxing
82.19,13.77,35.7,46.73,Relaxing
82.2,13.76,35.4,46.91,Relaxing
82.21,13.75,35.4,46.73,Relaxing
82.23,13.73,35,47.09,Relaxing
82.24,13.72,35.3,47.09,Relaxing
82.25,13.71,35.5,46.91,Relaxing
82.26,13.69,35.2,46.91,Relaxing
82.27,13.68,35.5,46.91,Relaxing
82.29,13.67,35.4,46.91,Relaxing
82.3,13.65,35.2,47.09,Relaxing
82.31,13.64,34.9,46.54,Relaxing
82.32,13.63,34.7,46.36,Relaxing
82.34,13.61,34.9,46.73,Relaxing
82.35,13.6,34.8,46.73,Relaxing
82.36,13.59,34.6,46.73,Relaxing
82.37,13.58,34.2,46.54,Relaxing
82.39,13.56,34.5,46.73,Relaxing
82.4,13.56,34.5,46.73,Relaxing
82.41,13.54,34.6,46.54,Relaxing
82.42,13.52,34.6,46.54,Relaxing
82.44,13.52,34.4,46.54,Relaxing
82.45,13.51,34.4,46.36,Relaxing
82.46,13.49,34.1,46.36,Relaxing
82.47,13.48,33.9,46.54,Relaxing
82.48,13.47,33.9,46.54,Relaxing
82.5,13.45,34,46.36,Relaxing
82.51,13.44,34,46.73,Relaxing
82.52,13.43,33.7,46.73,Relaxing
82.53,13.41,33.6,46.36,Relaxing
82.55,13.4,33.7,46.54,Relaxing
82.56,13.39,33.6,46.54,Relaxing
82.57,13.37,33.8,46.54,Relaxing
82.58,13.35,33.9,46.54,Relaxing
82.6,13.35,33.5,46.36,Relaxing
82.61,13.33,33.6,46.54,Relaxing
82.62,13.31,33.7,46,Relaxing
82.63,13.31,33.3,46,Relaxing
82.65,13.29,33.4,45.64,Relaxing
82.66,13.27,33.3,45.64,Relaxing
82.67,13.27,33.2,45.46,Relaxing
82.68,13.25,33.1,45.29,Relaxing
82.69,13.24,33.1,45.46,Relaxing
82.71,13.23,33.1,45.64,Relaxing
82.72,13.22,32.9,45.46,Relaxing
82.73,13.2,32.8,45.29,Relaxing
82.74,13.19,32.5,45.46,Relaxing
82.76,13.18,32.5,45.46,Relaxing
82.77,13.17,32.7,45.46,Relaxing
82.78,13.15,32.7,45.82,Relaxing
82.79,13.14,32.7,45.64,Relaxing
82.81,13.13,32.7,45.64,Relaxing
82.82,13.11,32.9,45.82,Relaxing
82.83,13.1,32.6,45.82,Relaxing
82.84,13.09,32.4,45.82,Relaxing
82.86,13.07,32.4,45.64,Relaxing
82.87,13.06,32.1,45.82,Relaxing
82.88,13.05,32.3,45.82,Relaxing
82.89,13.03,32.1,46,Relaxing
82.9,13.02,32.1,46.36,Relaxing
82.92,13.01,32.1,46.18,Relaxing
82.93,13,32.1,46.36,Relaxing
82.94,12.98,31.8,46.36,Relaxing
82.95,12.98,32,46.18,Relaxing
82.97,12.96,31.8,46.18,Relaxing
82.98,12.94,31.7,46,Relaxing
82.99,12.94,31.7,46.18,Relaxing
83,12.92,31.5,46.18,Relaxing
83.02,12.9,31.5,46,Relaxing
83.03,12.9,31.7,45.82,Relaxing
83.04,12.88,31.7,45.64,Relaxing
83.05,12.86,31.3,45.82,Relaxing
83.07,12.85,31.1,45.82,Relaxing
83.08,12.84,31.3,45.64,Relaxing
83.09,12.82,31.3,45.64,Relaxing
83.1,12.81,31.2,45.64,Relaxing
83.11,12.8,31.1,45.64,Relaxing
83.13,12.78,31.1,45.64,Relaxing
83.14,12.77,31.1,46.18,Relaxing
83.15,12.77,31,45.64,Relaxing
83.16,12.75,31.1,45.64,Relaxing
83.18,12.74,31,46.18,Relaxing
83.19,12.73,31,45.82,Relaxing
83.2,12.71,30.9,45.82,Relaxing
83.21,12.7,30.7,45.82,Relaxing
83.23,12.69,30.6,46,Relaxing
83.24,12.68,30.6,46,Relaxing
83.25,12.67,30.4,46,Relaxing
83.26,12.65,30.3,46,Relaxing
83.28,12.64,30.5,45.82,Relaxing
83.29,12.63,30.4,46,Relaxing
83.3,12.61,30.6,45.82,Relaxing
83.31,12.6,30.3,45.82,Relaxing
83.33,12.59,30.1,45.64,Relaxing
83.34,12.57,30.4,45.82,Relaxing
83.35,12.56,30.3,45.64,Relaxing
83.36,12.55,30.3,45.64,Relaxing
83.37,12.54,30.3,45.64,Relaxing
83.39,12.52,30.1,45.64,Relaxing
83.4,12.51,30,45.64,Relaxing
83.41,12.5,29.9,45.82,Relaxing
83.42,12.48,30,45.82,Relaxing
83.43,12.47,30,45.82,Relaxing
83.45,12.46,29.9,45.64,Relaxing
83.46,12.45,29.7,45.46,Relaxing
83.47,12.44,29.5,45.64,Relaxing
83.49,12.43,29.6,45.46,Relaxing
83.5,12.41,29.6,45.46,Relaxing
83.51,12.4,29.5,45.46,Relaxing
83.52,12.39,29.3,45.46,Relaxing
83.53,12.36,29.3,46,Relaxing
83.55,12.35,29.3,45.82,Relaxing
83.56,12.35,29.4,45.64,Relaxing
83.57,12.32,29.6,45.64,Relaxing
83.58,12.31,29.4,45.29,Relaxing
83.6,12.3,29.1,45.29,Relaxing
83.61,12.28,29.2,44.93,Relaxing
83.62,12.27,29.3,45.29,Relaxing
83.63,12.26,29.2,45.11,Relaxing
83.65,12.25,29.3,45.29,Relaxing
83.66,12.23,29,45.29,Relaxing
83.67,12.22,28.9,45.29,Relaxing
83.68,12.21,28.8,45.46,Relaxing
83.69,12.19,28.9,44.93,Relaxing
83.71,12.19,28.9,45.46,Relaxing
83.72,12.18,28.8,44.93,Relaxing
83.73,12.16,28.6,44.41,Relaxing
83.74,12.15,28.2,44.58,Relaxing
83.76,12.14,28.6,44.58,Relaxing
83.77,12.12,28.6,44.76,Relaxing
83.78,12.11,28.4,44.93,Relaxing
83.79,12.1,28.4,44.58,Relaxing
83.81,12.09,28.5,44.58,Relaxing
83.82,12.07,28.3,44.76,Relaxing
83.83,12.06,28.3,44.76,Relaxing
83.84,12.05,28.2,44.58,Relaxing
83.85,12.03,28.1,44.76,Relaxing
83.87,12.02,27.9,44.58,Relaxing
83.88,12.01,27.8,44.58,Relaxing
83.89,11.99,28,44.58,Relaxing
83.9,11.98,28.1,44.58,Relaxing
83.92,11.97,28,44.41,Relaxing
83.93,11.96,27.7,44.58,Relaxing
83.94,11.94,27.5,44.76,Relaxing
83.95,11.94,27.7,44.76,Relaxing
83.97,11.92,27.7,44.93,Relaxing
83.98,11.9,27.5,44.58,Relaxing
83.99,11.9,27.4,44.58,Relaxing
84,11.88,27.4,44.06,Relaxing
84.02,11.86,27.5,44.24,Relaxing
84.03,11.85,27.3,44.41,Relaxing
84.04,11.84,27.2,44.58,Relaxing
84.05,11.83,27.2,44.41,Relaxing
84.06,11.81,27.4,44.24,Relaxing
84.08,11.8,27.3,43.89,Relaxing
84.09,11.79,27.3,44.06,Relaxing
84.1,11.77,27.2,43.72,Relaxing
84.11,11.76,27.1,43.55,Relaxing
84.13,11.75,27,43.72,Relaxing
